orthogroup	query	target_id	per_identity	per_similarity	length	score	gaps	identities	mismatches
OG0000025	A0A075B6H8	A0A0A0MRZ8	48.28	11.72	145	402.0	58	70	17
OG0000025	P09564	A0A0A0MRZ8	20.57	5.32	282	341.0	209	58	15
OG0000025	A0A0C4DH67	A0A0A0MRZ8	56.12	9.35	139	435.0	48	78	13
OG0000025	P01624	A0A0A0MRZ8	84.43	4.1	122	540.0	14	103	5
OG0000025	P06312	A0A0A0MRZ8	53.52	12.68	142	430.0	48	76	18
OG0000025	A0A075B6S5	A0A0A0MRZ8	56.52	11.59	138	443.0	44	78	16
OG0000025	P01611	A0A0A0MRZ8	57.46	15.67	134	442.0	36	77	21
OG0000025	A0A0A0MRZ7	A0A0A0MRZ8	50.0	10.96	146	412.0	57	73	16
OG0000025	A2NJV5	A0A0A0MRZ8	48.97	13.1	145	414.0	55	71	19
OG0000025	P0DP09	A0A0A0MRZ8	59.56	11.03	136	452.0	40	81	15
OG0000025	A0A075B6S2	A0A0A0MRZ8	49.32	11.64	146	415.0	57	72	17
OG0000025	P06315	A0A0A0MRZ8	42.28	12.08	149	375.0	68	63	18
OG0000025	A0A075B6S6	A0A075B7D4	47.3	12.84	148	404.0	59	70	19
OG0000025	A0A087WSZ0	A0A075B7D4	72.52	6.11	131	502.0	28	95	8
OG0000025	Q15116	A0A075B7D4	19.08	5.54	325	372.0	245	62	18
OG0000025	P01614	A0A075B7D4	47.97	12.84	148	408.0	58	71	19
OG0000025	P01593	A0A075B7D4	77.17	7.09	127	523.0	20	98	9
OG0000025	P01594	A0A075B7D4	77.17	7.09	127	523.0	20	98	9
OG0000025	P0DSN7	A0A075B7D4	75.97	5.43	129	516.0	24	98	7
OG0000025	P01599	A0A075B7D4	80.31	3.94	127	537.0	20	102	5
OG0000025	A0A075B6H7	A0A075B7D4	58.99	8.63	139	448.0	45	82	12
OG0000025	A0A0B4J2D9	A0A075B7D4	80.16	5.56	126	530.0	18	101	7
OG0000025	A0A075B6R9	A0A075B7D4	46.67	11.33	150	389.0	63	70	17
OG0000025	P01597	A0A075B7D4	84.0	3.2	125	547.0	16	105	4
OG0000025	A0A0C4DH73	A0A075B7D4	80.0	7.2	125	529.0	16	100	9
OG0000025	P06310	A0A075B7D4	47.62	13.61	147	405.0	57	70	20
OG0000025	A0A0C4DH26	A0A075B7D4	56.74	7.8	141	437.0	50	80	11
OG0000025	A0A087WW87	A0A075B7D4	47.97	12.84	148	408.0	58	71	19
OG0000025	A0A0C4DH90	A0A075B7D4	59.42	9.42	138	452.0	43	82	13
OG0000025	A0A0C4DH72	A0A075B7D4	83.33	2.38	126	548.0	18	105	3
OG0000025	P04433	A0A075B7D4	56.93	12.41	137	436.0	42	78	17
OG0000025	A0A075B6P5	A0A075B7D4	50.68	9.46	148	418.0	59	75	14
OG0000025	A0A0A0MT36	A0A075B7D4	53.52	9.15	142	418.0	53	76	13
OG0000025	A0A0C4DH55	A0A075B7D4	55.24	9.79	143	442.0	50	79	14
OG0000025	A0A087WSY6	A0A075B7D4	55.71	10.0	140	434.0	48	78	14
OG0000025	A0A075B6S9	A0A075B7D4	75.97	5.43	129	516.0	24	98	7
OG0000025	A0A0C4DH69	A0A075B7D4	80.8	6.4	125	532.0	16	101	8
OG0000025	P04430	A0A075B7D4	78.57	7.14	126	517.0	18	99	9
OG0000025	A0A0C4DH24	A0A075B7D4	54.61	9.22	141	424.0	51	77	13
OG0000025	A0A075B6S4	A0A075B7D4	76.38	7.87	127	518.0	20	97	10
OG0000025	A0A0C4DH68	A0A075B7D4	47.97	12.16	148	400.0	59	71	18
OG0000025	A0A0C4DH25	A0A075B7D4	54.61	10.64	141	430.0	49	77	15
OG0000025	A0A0G2JRQ6	A0A075B7D4	80.8	6.4	125	537.0	16	101	8
OG0000025	P01619	A0A075B7D4	56.43	10.0	140	439.0	47	79	14
OG0000025	A0A0B4J1Z2	A0A075B7D4	72.52	6.11	131	504.0	28	95	8
OG0000025	P01601	A0A075B7D4	77.95	6.3	127	514.0	20	99	8
OG0000025	P01602	A0A075B7D4	76.19	9.52	126	511.0	18	96	12
OG0000025	P01615	A0A075B7D4	50.68	9.46	148	418.0	59	75	14
OG0000025	A0A075B6H8	A0A075B7D4	61.43	5.71	140	462.0	46	86	8
OG0000025	P09564	A0A075B7D4	22.22	5.73	279	348.0	201	62	16
OG0000025	A0A0C4DH67	A0A075B7D4	74.42	5.43	129	504.0	26	96	7
OG0000025	P01624	A0A075B7D4	56.83	10.07	139	437.0	46	79	14
OG0000025	P06312	A0A075B7D4	53.74	8.16	147	434.0	56	79	12
OG0000025	A0A075B6S5	A0A075B7D4	80.95	4.76	126	535.0	18	102	6
OG0000025	P01611	A0A075B7D4	78.57	7.14	126	524.0	18	99	9
OG0000025	A0A0A0MRZ7	A0A075B7D4	46.62	13.51	148	395.0	59	69	20
OG0000025	A2NJV5	A0A075B7D4	49.66	11.56	147	412.0	57	73	17
OG0000025	P0DP09	A0A075B7D4	80.16	5.56	126	530.0	18	101	7
OG0000025	A0A075B6S2	A0A075B7D4	48.65	11.49	148	407.0	59	72	17
OG0000025	P06315	A0A075B7D4	42.86	14.97	147	375.0	62	63	22
OG0000025	A0A087WSZ0	A0A075B6S6	46.0	12.0	150	400.0	63	69	18
OG0000025	Q15116	A0A075B6S6	19.38	6.15	325	395.0	242	63	20
OG0000025	P01614	A0A075B6S6	74.24	8.33	132	531.0	23	98	11
OG0000025	P01593	A0A075B6S6	45.95	14.19	148	407.0	59	68	21
OG0000025	P01594	A0A075B6S6	45.95	14.19	148	407.0	59	68	21
OG0000025	P0DSN7	A0A075B6S6	47.33	10.67	150	407.0	63	71	16
OG0000025	P01599	A0A075B6S6	46.31	12.75	149	408.0	61	69	19
OG0000025	A0A075B6H7	A0A075B6S6	47.68	8.61	151	406.0	66	72	13
OG0000025	A0A0B4J2D9	A0A075B6S6	44.3	14.77	149	389.0	61	66	22
OG0000025	A0A075B6R9	A0A075B6S6	79.23	5.38	130	544.0	20	103	7
OG0000025	P01597	A0A075B6S6	47.3	12.84	148	407.0	59	70	19
OG0000025	A0A0C4DH73	A0A075B6S6	45.64	13.42	149	396.0	61	68	20
OG0000025	P06310	A0A075B6S6	98.35	0.0	121	630.0	2	119	0
OG0000025	A0A0C4DH26	A0A075B6S6	48.99	8.72	149	416.0	63	73	13
OG0000025	A0A087WW87	A0A075B6S6	74.24	8.33	132	531.0	23	98	11
OG0000025	A0A0C4DH90	A0A075B6S6	49.31	14.58	144	416.0	52	71	21
OG0000025	A0A0C4DH72	A0A075B6S6	44.97	14.09	149	397.0	61	67	21
OG0000025	P04433	A0A075B6S6	51.41	14.08	142	431.0	49	73	20
OG0000025	A0A075B6P5	A0A075B6S6	75.57	7.63	131	533.0	22	99	10
OG0000025	A0A0A0MT36	A0A075B6S6	46.94	12.24	147	403.0	60	69	18
OG0000025	A0A0C4DH55	A0A075B6S6	46.31	14.09	149	408.0	59	69	21
OG0000025	A0A087WSY6	A0A075B6S6	48.61	14.58	144	419.0	53	70	21
OG0000025	A0A075B6S9	A0A075B6S6	47.33	10.67	150	407.0	63	71	16
OG0000025	A0A0C4DH69	A0A075B6S6	44.67	13.33	150	394.0	63	67	20
OG0000025	P04430	A0A075B6S6	45.33	12.67	150	393.0	63	68	19
OG0000025	A0A0C4DH24	A0A075B6S6	48.28	13.1	145	408.0	56	70	19
OG0000025	A0A075B6S4	A0A075B6S6	44.67	13.33	150	402.0	63	67	20
OG0000025	A0A0C4DH68	A0A075B6S6	81.25	6.25	128	557.0	16	104	8
OG0000025	A0A0C4DH25	A0A075B6S6	50.69	13.19	144	426.0	52	73	19
OG0000025	A0A0G2JRQ6	A0A075B6S6	44.97	14.09	149	399.0	61	67	21
OG0000025	P01619	A0A075B6S6	52.82	13.38	142	434.0	48	75	19
OG0000025	A0A0B4J1Z2	A0A075B6S6	42.21	11.69	154	380.0	71	65	18
OG0000025	P01601	A0A075B6S6	43.42	12.5	152	378.0	67	66	19
OG0000025	P01602	A0A075B6S6	45.58	15.65	147	396.0	57	67	23
OG0000025	P01615	A0A075B6S6	75.57	7.63	131	533.0	22	99	10
OG0000025	A0A075B6H8	A0A075B6S6	41.4	9.55	157	380.0	77	65	15
OG0000025	P09564	A0A075B6S6	21.28	6.38	282	350.0	204	60	18
OG0000025	A0A0C4DH67	A0A075B6S6	45.27	13.51	148	395.0	61	67	20
OG0000025	P01624	A0A075B6S6	48.61	14.58	144	417.0	53	70	21
OG0000025	P06312	A0A075B6S6	51.35	11.49	148	440.0	55	76	17
OG0000025	A0A075B6S5	A0A075B6S6	45.7	11.26	151	402.0	65	69	17
OG0000025	P01611	A0A075B6S6	44.67	13.33	150	392.0	63	67	20
OG0000025	A0A0A0MRZ7	A0A075B6S6	67.88	7.3	137	499.0	34	93	10
OG0000025	A2NJV5	A0A075B6S6	75.38	9.23	130	535.0	20	98	12
OG0000025	P0DP09	A0A075B6S6	44.3	14.77	149	389.0	61	66	22
OG0000025	A0A075B6S2	A0A075B6S6	72.73	9.09	132	523.0	24	96	12
OG0000025	P06315	A0A075B6S6	34.62	16.03	156	351.0	77	54	25
OG0000025	Q15116	A0A087WSZ0	18.58	6.81	323	378.0	241	60	22
OG0000025	P01614	A0A087WSZ0	49.32	11.49	148	417.0	58	73	17
OG0000025	P01593	A0A087WSZ0	70.68	5.26	133	501.0	32	94	7
OG0000025	P01594	A0A087WSZ0	70.68	5.26	133	501.0	32	94	7
OG0000025	P0DSN7	A0A087WSZ0	73.08	6.92	130	506.0	26	95	9
OG0000025	P01599	A0A087WSZ0	72.73	4.55	132	512.0	30	96	6
OG0000025	A0A075B6H7	A0A087WSZ0	59.29	7.14	140	454.0	47	83	10
OG0000025	A0A0B4J2D9	A0A087WSZ0	79.53	4.72	127	535.0	20	101	6
OG0000025	A0A075B6R9	A0A087WSZ0	46.36	10.6	151	391.0	65	70	16
OG0000025	P01597	A0A087WSZ0	79.07	2.33	129	532.0	24	102	3
OG0000025	A0A0C4DH73	A0A087WSZ0	79.53	4.72	127	533.0	20	101	6
OG0000025	P06310	A0A087WSZ0	46.31	12.75	149	401.0	61	69	19
OG0000025	A0A0C4DH26	A0A087WSZ0	54.61	9.93	141	429.0	50	77	14
OG0000025	A0A087WW87	A0A087WSZ0	49.32	11.49	148	417.0	58	73	17
OG0000025	A0A0C4DH90	A0A087WSZ0	58.99	8.63	139	455.0	45	82	12
OG0000025	A0A0C4DH72	A0A087WSZ0	78.29	3.1	129	533.0	24	101	4
OG0000025	P04433	A0A087WSZ0	57.86	7.86	140	447.0	48	81	11
OG0000025	A0A075B6P5	A0A087WSZ0	48.32	10.74	149	406.0	61	72	16
OG0000025	A0A0A0MT36	A0A087WSZ0	52.45	9.09	143	414.0	55	75	13
OG0000025	A0A0C4DH55	A0A087WSZ0	54.86	9.03	144	445.0	52	79	13
OG0000025	A0A087WSY6	A0A087WSZ0	58.57	7.14	140	450.0	48	82	10
OG0000025	A0A075B6S9	A0A087WSZ0	73.08	6.92	130	506.0	26	95	9
OG0000025	A0A0C4DH69	A0A087WSZ0	81.1	3.15	127	542.0	20	103	4
OG0000025	P04430	A0A087WSZ0	75.97	5.43	129	517.0	24	98	7
OG0000025	A0A0C4DH24	A0A087WSZ0	53.9	9.93	141	421.0	51	76	14
OG0000025	A0A075B6S4	A0A087WSZ0	73.08	6.92	130	514.0	26	95	9
OG0000025	A0A0C4DH68	A0A087WSZ0	47.33	10.67	150	400.0	63	71	16
OG0000025	A0A0C4DH25	A0A087WSZ0	56.64	6.29	143	447.0	53	81	9
OG0000025	A0A0G2JRQ6	A0A087WSZ0	78.91	3.91	128	536.0	22	101	5
OG0000025	P01619	A0A087WSZ0	58.16	7.09	141	453.0	49	82	10
OG0000025	A0A0B4J1Z2	A0A087WSZ0	76.92	3.08	130	530.0	26	100	4
OG0000025	P01601	A0A087WSZ0	76.15	3.85	130	516.0	26	99	5
OG0000025	P01602	A0A087WSZ0	76.56	6.25	128	521.0	22	98	8
OG0000025	P01615	A0A087WSZ0	48.32	10.74	149	406.0	61	72	16
OG0000025	A0A075B6H8	A0A087WSZ0	60.99	4.96	141	461.0	48	86	7
OG0000025	P09564	A0A087WSZ0	20.35	4.91	285	332.0	213	58	14
OG0000025	A0A0C4DH67	A0A087WSZ0	89.26	2.48	121	570.0	10	108	3
OG0000025	P01624	A0A087WSZ0	59.42	8.7	138	452.0	44	82	12
OG0000025	P06312	A0A087WSZ0	54.42	7.48	147	440.0	56	80	11
OG0000025	A0A075B6S5	A0A087WSZ0	76.92	3.08	130	526.0	26	100	4
OG0000025	P01611	A0A087WSZ0	78.12	4.69	128	528.0	22	100	6
OG0000025	A0A0A0MRZ7	A0A087WSZ0	47.68	9.27	151	402.0	65	72	14
OG0000025	A2NJV5	A0A087WSZ0	48.65	11.49	148	410.0	59	72	17
OG0000025	P0DP09	A0A087WSZ0	79.53	4.72	127	535.0	20	101	6
OG0000025	A0A075B6S2	A0A087WSZ0	48.67	9.33	150	411.0	63	73	14
OG0000025	P06315	A0A087WSZ0	42.95	12.75	149	375.0	66	64	19
OG0000025	P01614	Q15116	19.21	5.49	328	373.0	247	63	18
OG0000025	P01593	Q15116	18.77	5.85	325	372.0	245	61	19
OG0000025	P01594	Q15116	18.77	5.85	325	372.0	245	61	19
OG0000025	P0DSN7	Q15116	19.81	5.57	323	382.0	241	64	18
OG0000025	P01599	Q15116	18.77	5.85	325	374.0	245	61	19
OG0000025	A0A075B6H7	Q15116	19.75	6.9	319	388.0	234	63	22
OG0000025	A0A0B4J2D9	Q15116	18.21	6.79	324	364.0	243	59	22
OG0000025	A0A075B6R9	Q15116	19.51	4.88	328	371.0	248	64	16
OG0000025	P01597	Q15116	19.25	6.52	322	379.0	239	62	21
OG0000025	A0A0C4DH73	Q15116	18.52	6.48	324	367.0	243	60	21
OG0000025	P06310	Q15116	19.63	5.52	326	395.0	244	64	18
OG0000025	A0A0C4DH26	Q15116	19.2	5.57	323	371.0	243	62	18
OG0000025	A0A087WW87	Q15116	19.21	5.49	328	373.0	247	63	18
OG0000025	A0A0C4DH90	Q15116	19.87	7.57	317	384.0	230	63	24
OG0000025	A0A0C4DH72	Q15116	18.1	6.13	326	363.0	247	59	20
OG0000025	P04433	Q15116	19.69	6.25	320	382.0	237	63	20
OG0000025	A0A075B6P5	Q15116	19.08	6.46	325	368.0	242	62	21
OG0000025	A0A0A0MT36	Q15116	19.5	4.95	323	365.0	244	63	16
OG0000025	A0A0C4DH55	Q15116	19.75	7.84	319	394.0	231	63	25
OG0000025	A0A087WSY6	Q15116	19.94	5.61	321	384.0	239	64	18
OG0000025	A0A075B6S9	Q15116	19.81	5.57	323	382.0	241	64	18
OG0000025	A0A0C4DH69	Q15116	18.83	6.17	324	372.0	243	61	20
OG0000025	P04430	Q15116	18.4	5.83	326	353.0	247	60	19
OG0000025	A0A0C4DH24	Q15116	19.25	5.59	322	364.0	242	62	18
OG0000025	A0A075B6S4	Q15116	18.52	6.48	324	379.0	243	60	21
OG0000025	A0A0C4DH68	Q15116	19.14	6.79	324	375.0	240	62	22
OG0000025	A0A0C4DH25	Q15116	19.81	7.23	318	382.0	232	63	23
OG0000025	A0A0G2JRQ6	Q15116	19.25	6.52	322	381.0	239	62	21
OG0000025	P01619	Q15116	19.75	6.9	319	387.0	234	63	22
OG0000025	A0A0B4J1Z2	Q15116	18.83	6.17	324	377.0	243	61	20
OG0000025	P01601	Q15116	18.71	5.52	326	356.0	247	61	18
OG0000025	P01602	Q15116	19.08	5.54	325	369.0	245	62	18
OG0000025	P01615	Q15116	19.08	6.46	325	368.0	242	62	21
OG0000025	A0A075B6H8	Q15116	19.02	5.21	326	378.0	247	62	17
OG0000025	P09564	Q15116	22.91	7.14	406	568.0	284	93	29
OG0000025	A0A0C4DH67	Q15116	18.38	7.17	321	372.0	239	59	23
OG0000025	P01624	Q15116	19.38	6.56	320	380.0	237	62	21
OG0000025	P06312	Q15116	20.06	6.17	324	379.0	239	65	20
OG0000025	A0A075B6S5	Q15116	19.2	6.19	323	375.0	241	62	20
OG0000025	P01611	Q15116	18.46	6.15	325	366.0	245	60	20
OG0000025	A0A0A0MRZ7	Q15116	20.36	3.65	329	378.0	250	67	12
OG0000025	A2NJV5	Q15116	19.94	3.32	331	373.0	254	66	11
OG0000025	P0DP09	Q15116	18.21	6.79	324	364.0	243	59	22
OG0000025	A0A075B6S2	Q15116	19.02	6.13	326	376.0	244	62	20
OG0000025	P06315	Q15116	16.51	6.73	327	346.0	251	54	22
OG0000025	P01593	P01614	46.0	12.67	150	404.0	62	69	19
OG0000025	P01594	P01614	46.0	12.67	150	404.0	62	69	19
OG0000025	P0DSN7	P01614	48.34	9.27	151	408.0	64	73	14
OG0000025	P01599	P01614	44.74	11.84	152	399.0	66	68	18
OG0000025	A0A075B6H7	P01614	50.34	13.1	145	420.0	53	73	19
OG0000025	A0A0B4J2D9	P01614	45.7	11.92	151	396.0	64	69	18
OG0000025	A0A075B6R9	P01614	72.06	5.15	136	518.0	31	98	7
OG0000025	P01597	P01614	47.62	14.29	147	406.0	56	70	21
OG0000025	A0A0C4DH73	P01614	47.33	11.33	150	406.0	62	71	17
OG0000025	P06310	P01614	75.0	7.58	132	534.0	23	99	10
OG0000025	A0A0C4DH26	P01614	47.68	8.61	151	411.0	66	72	13
OG0000025	A0A087WW87	P01614	100.0	0.0	121	631.0	0	121	0
OG0000025	A0A0C4DH90	P01614	52.45	13.29	143	431.0	49	75	19
OG0000025	A0A0C4DH72	P01614	46.31	13.42	149	405.0	60	69	20
OG0000025	P04433	P01614	52.78	11.11	144	429.0	52	76	16
OG0000025	A0A075B6P5	P01614	83.72	3.1	129	565.0	17	108	4
OG0000025	A0A0A0MT36	P01614	48.65	10.14	148	407.0	61	72	15
OG0000025	A0A0C4DH55	P01614	49.32	12.84	148	423.0	56	73	19
OG0000025	A0A087WSY6	P01614	51.39	12.5	144	425.0	52	74	18
OG0000025	A0A075B6S9	P01614	48.34	9.27	151	408.0	64	73	14
OG0000025	A0A0C4DH69	P01614	47.3	13.51	148	407.0	58	70	20
OG0000025	P04430	P01614	44.08	12.5	152	387.0	66	67	19
OG0000025	A0A0C4DH24	P01614	49.66	10.2	147	413.0	59	73	15
OG0000025	A0A075B6S4	P01614	42.48	13.07	153	388.0	68	65	20
OG0000025	A0A0C4DH68	P01614	74.63	5.22	134	533.0	27	100	7
OG0000025	A0A0C4DH25	P01614	52.45	13.29	143	431.0	49	75	19
OG0000025	A0A0G2JRQ6	P01614	46.0	12.67	150	405.0	62	69	19
OG0000025	P01619	P01614	54.61	13.48	141	441.0	45	77	19
OG0000025	A0A0B4J1Z2	P01614	42.58	10.97	155	386.0	72	66	17
OG0000025	P01601	P01614	43.79	11.76	153	380.0	68	67	18
OG0000025	P01602	P01614	45.27	15.54	148	394.0	58	67	23
OG0000025	P01615	P01614	83.72	3.1	129	565.0	17	108	4
OG0000025	A0A075B6H8	P01614	43.95	7.64	157	392.0	76	69	12
OG0000025	P09564	P01614	22.11	4.56	285	357.0	209	63	13
OG0000025	A0A0C4DH67	P01614	47.62	12.93	147	406.0	58	70	19
OG0000025	P01624	P01614	51.39	12.5	144	424.0	52	74	18
OG0000025	P06312	P01614	51.01	11.41	149	428.0	56	76	17
OG0000025	A0A075B6S5	P01614	48.0	10.67	150	415.0	62	72	16
OG0000025	P01611	P01614	46.36	11.26	151	402.0	64	70	17
OG0000025	A0A0A0MRZ7	P01614	71.53	4.38	137	516.0	33	98	6
OG0000025	A2NJV5	P01614	79.55	3.03	132	553.0	23	105	4
OG0000025	P0DP09	P01614	45.7	11.92	151	396.0	64	69	18
