Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0000117		A0A8M2BCR5, A0A8M2BIU9, A0A8M2BLQ1, A0A8M3AKJ7, A0A8M3ATX7, A0A8M3AXX2, A0A8M6YW45, A0A8M6Z9P1, A0A8M9PJB2, A0A8M9PJH1, A0A8M9PKV9, A0A8M9PP55, A0A8M9Q1Y6, A0A8M9Q5Z8, A0A8M9Q7L8, A0A8M9QAW1, H0WEY1
OG0000118		A0A8M1PZ09, A0A8M1PZX7, A0A8M1Q2C5, A0A8M1RFT6, A0A8M3AN49, A0A8M3AXP4, A0A8M3AXQ2, A0A8M6YWF6, A0A8M6Z4R7, A0A8M9P4B9, A0A8M9Q2A1, A0A8M9Q7Z8, A7MBS6, B0S6B5, B0S6B6, E7F0X5, E7F125
OG0000119	A0A1W2PP81, A0A1W2PPE2, A0A1W2PPH5, A0A1W2PPL8, A0A1W2PPW3, A0A1W2PQ09, A0A1W2PR64, A0A1W2PRN6, A0A1W2PRV1, A6NLC8, P0DW11, P0DW12, P0DW13, P0DW14, Q15544	A8KBY5
OG0000120	A0A087WUL8, B4DH59, P0C2Y1, P0DPF2, P0DPF3, Q3BBV0, Q3BBV2, Q5TAG4, Q5TI25, Q5VWK0, Q6P3W6, Q86T75, Q86XG9, Q8N660, Q96M43, Q9H094	
OG0000121	Q9H158, Q9UN72, Q9UN73, Q9UN74, Q9UN75, Q9Y5H5, Q9Y5H6, Q9Y5H7, Q9Y5H8, Q9Y5H9, Q9Y5I0, Q9Y5I1, Q9Y5I2, Q9Y5I3, Q9Y5I4	Q60I64
OG0000122	P01562, P01563, P01566, P01567, P01568, P01569, P01570, P01571, P01574, P05000, P05013, P05014, P05015, P32881, Q86WN2, Q9P0W0	
OG0000123	O75015, P08637, P12314, P12318, P12319, P31994, P31995, Q6BAA4, Q6DN72, Q7L513, Q92637, Q96LA5, Q96LA6, Q96P31, Q96PJ5, Q96RD9	
OG0000124	Q96DM1	A0A8M1NED1, A0A8M1RN34, A0A8M2B6N5, A0A8M2B6R3, A0A8M2BK12, A0A8M3AW26, A0A8M6YVN8, A0A8M6Z4A8, A0A8M9PGB7, A0A8M9PIF9, A0A8M9PJU7, A0A8M9PL38, A0A8M9Q1P4, A0A8M9Q943, A0A8M9QFU5
OG0000125		A0A8M1PVD2, A0A8M1PZW5, A0A8M1QHK3, A0A8M1QLT2, A0A8M3AWW4, A0A8M3B0N0, A0A8M6YXV1, A0A8M9NYY4, A0A8M9PJ22, A0A8M9PM16, A0A8M9Q2V0, A0A8N7T6S1, A8WFS5, A8WFS6, F1QIP9, F1QS86
OG0000126		A0A8M1P3H3, A0A8M1P9Z6, A0A8M1QVE1, A0A8M1RK36, A0A8M2BCN1, A0A8M2BCP6, A0A8M3BCV4, A0A8M9PK19, A0A8M9QEJ6, A0A8M9QES2, A0A8N7T8R4, A0A8N7UYZ6, A2BFQ3, A2BHK1, A2BHM3, F1QXH6
OG0000127		A0A0G2L4S8, A0A140LGD4, A0A140LH60, A0A140LH64, A0A8M2BDR1, A0A8M6Z1M9, A0A8M9QCF5, A8E5N2, A8WG08, A8WG79, A8WG86, A8WGA7, B3DK25, E7F8T3, E9QIV8, Q5CZR5
OG0000128		A0A0G2KIH5, A0A0G2KL77, A0A8M1P987, A0A8M3AVG2, A0A8M9P718, A0A8M9PDN6, A0A8M9PNJ1, A0A8M9PVR9, A0A8M9PZC0, E7F146, F1RAH2, F1RAH3, Q566P2, X1WDE6, X1WF74, X1WF83
OG0000129		A0A8M1RHM3, A0A8M3AZK8, A0A8M6Z233, A0A8M6Z237, A0A8M6Z2N2, A0A8M6Z466, A0A8M6Z9F4, A0A8M6Z9F8, A0A8M6Z9V1, A0A8M9QBS2, A0A8M9QH01, A0A8M9QL71, A0A8M9QPN8, Q60H65, Q60H66, Q60H68
OG0000130		A0A0R4IQ22, A0A2R8PYX8, A0A2R8RUH9, A0A8M1PI90, A0A8M3AMX0, A0A8M3B5F2, A0A8M6YYX1, A0A8M6YZN6, A0A8M6Z1Z6, A8E547, E9QC51, F1R707, F8W539, R4GEG2, R4GEQ7, R4GES4
OG0000131		A0A8M1P3J5, A0A8M6Z571, A0A8M6Z5M4, A0A8M9P894, A0A8M9P9B1, A0A8M9PBL7, A0A8M9PGT6, A0A8M9PJ83, A0A8M9PQ81, A0A8M9PQL7, A0A8M9PTX9, A0A8M9Q236, A0A8M9Q2X1, A0A8M9Q2Y2, E7F1B1, E7F1D1
OG0000132	P02795, P04731, P04732, P04733, P07438, P0DM35, P13640, P25713, P47944, P80294, P80297, Q8N339, Q93083	A0A0R4IE87, P52722
OG0000133	A7E2Y1, P11055, P12882, P12883, P13533, P13535, Q9UKX2, Q9UKX3, Q9Y2K3, Q9Y623	A0A0R4INI3, A0A8M1NBP6, A0A8M9PPA1, B6IDE1, F1QZW1
OG0000134	A0A087WVF3, A0A087WXS9, A0A087X179, A0A087X1G2, A6NDS4, A6NER0, B9A6J9, P0C7X1, P35125, Q2M2D7, Q6DHY5, Q6IPX1, Q86UD7, Q8IZP1, Q9UFV1	
OG0000135	P60852, Q05996, Q12836	A0A8M9PPC7, A3KP56, A4QNZ1, A7MBW8, F1QJ26, F1QMZ0, F1QNI8, F1QUS3, F1R003, F1R4N4, Q1RM40, Q98SS0
OG0000136		A0A8M3B5K8, A0A8M6Z1J1, A0A8M6Z461, A0A8M6Z9F1, A0A8M9PA97, A0A8M9PZY6, A0A8M9Q6X5, I6LC08, I6LC10, I6LC25, I6LC28, I6LD63, I6LD65, I6LD67, Q60H56
OG0000137		A0A8M1QUS3, A0A8M2B689, A0A8M3ARS7, A0A8M3B1U2, A0A8M6YX47, A0A8M6YX94, A0A8M9P827, A0A8M9PHV6, A0A8M9PUU6, A0A8M9PXS8, A0A8M9Q0V0, A0A8M9Q138, A0A8M9QBL1, E7F8M0, F1QLD8
OG0000138		A0A0G2L7C5, A0A0R4IHF7, A0A8M1QHR6, A0A8M3ASW1, A0A8M3ASZ0, A0A8M6YTI7, A0A8M6YWR1, A0A8M9PER5, A0A8M9PW82, A0A8M9PX43, A0A8M9QID3, E7F496, H0WEU1, Q29RA9, Q5EAR1
OG0000139		A0A8M6YTD8, A0A8M6YTM2, A0A8M6YZH1, A0A8M6Z6B1, A0A8M9NYS3, A0A8M9P0W0, A0A8M9P874, A0A8M9PJS5, A0A8M9PLC1, A0A8M9PLC5, A0A8M9PVW3, A0A8M9Q1J9, A0A8M9Q6L9, A0A8M9QD16, A0A8M9QHM9
OG0000140		A0A8M2BET4, A1L1P5, A3KPS8, B0JZM6, D3XD96, D3XD97, D3XD99, D3XDA3, D3XDA7, D3XDB0, D3XDB4, F1QKG3, Q08C45, Q0P492, Q32LS4
OG0000141		A0A8M1RN94, A0A8M2B4B3, A0A8M3B0M1, A0A8M3B815, A0A8M6YWW9, A0A8M6YZD0, A0A8M9PAG1, A0A8M9PAH7, A0A8M9PHW4, A0A8M9PLS0, A0A8M9PLX2, A0A8M9PMZ7, A0A8M9Q084, A0A8M9Q0A8, A0A8M9Q3F0
OG0000142	A8MVZ5, O00478, O00481, P78410, Q13410, Q16653, Q6UX41, Q6UXE8, Q6UXG8, Q7KYR7, Q8WVV5, Q96KV6, Q96PL5, Q9UIR0	
OG0000143	A0A0J9YX94, A0A0J9YXQ4, A0A1B0GUJ8, P0CG32, P0CW24, Q6PEW1, Q86V59, Q8ND90, Q96BY2, Q96PV4, Q9H0W5, Q9UL41, Q9UL42, Q9ULN7	
OG0000144	A0A1B0GW55, A0A1W2PPF3, A6NLW8, O43812, P0CJ85, P0CJ86, P0CJ87, P0CJ88, P0CJ89, P0CJ90, Q6RFH8, Q96PT3, Q96PT4, Q9UBX2	
OG0000145	P0CJ68, P0CJ69, P0CJ70, P0CJ71, P0CJ72, P0CJ73, P0CJ74, P0CJ75, P0CJ76, P0CJ77, P0DMP1, Q8IVG9, S4R3P1, S4R3Y5	
OG0000146	O94919	A0A0R4IVU6, A0A8M1QQQ0, A0A8M2B5V4, A0A8M2BIK9, A0A8M3B2I9, A0A8M3B767, A0A8M6Z2K2, A0A8M9P7R8, A0A8M9PQK1, A9JRH2, B0R0N8, E7FFP6, Q08BC3
OG0000147		A0A0R4ICK0, A0A8M1P3F3, A0A8M2BIR9, A0A8M3B7U7, A8KB43, B1H1I1, E7F332, E7F5I8, E7F7P0, E7FG60, F1QNI1, F1QVK6, Q1RMA2, Q7T130
OG0000148		B3DFM1, B3DGX5, I6LC07, I6LC12, I6LC19, I6LD60, I6LD61, I6LD66, I6LD69, I6LD72, I6LD73, I6LD74, I6LD75, I6LD76
OG0000149		A0A8M6Z9U7, E7F4G4, F1QIY1, I6LC33, Q60I65, Q60I67, Q60I68, Q60I69, Q60I70, Q60I71, Q60I72, Q60I74, Q60I75, Q60I76
OG0000150	P35498, P35499, Q01118, Q14524, Q15858, Q99250, Q9NY46, Q9UI33, Q9UQD0, Q9Y5Y9	A0A8M2B935, A0A8M9Q653, Q2XVR3
OG0000151	P33151, P55285, P55289, Q86UP0, Q9H159, Q9HBT6, Q9ULB4, Q9ULB5, Q9Y6N8	A0A8M2BAG9, A0A8M9Q975, Q2MLR9, Q5WN09
OG0000152	P03950, P07998, P10153, P12724, P34096, Q5GAN4, Q5GAN6, Q8TDE3, Q93091, Q9H1E1	A5HAK0, A5HAK1, A5HAK2
OG0000153	A0A075B6T8, A0A075B6U6, A0A075B6X5, A0A087WT02, A0A0A6YYJ7, A0A0A6YYK1, A0A0A6YYK6, A0A0B4J237, A0A0B4J244, A0A0B4J262, A0A0B4J280, P01737	A4JYR0
OG0000154	O43240, O60259, P07288, P49862, Q92876, Q9H2R5, Q9P0G3, Q9UBX7, Q9UKQ9, Q9UKR0, Q9UKR3, Q9Y337, Q9Y5K2	
OG0000155	A4D1S0, D3W0D1, P06734, P0C7M8, Q07108, Q12918, Q6UVW9, Q6UXB4, Q8IZS7, Q92478, Q96E93, Q9NZS2, Q9UHP7	
OG0000156	A0A096LPI5, A6NIU2, F2Z398, Q5T7P6, Q8IV13, Q8N2A0, Q8N976, Q8NEM8, Q8TDM0, Q96MD7, Q96T75, Q9BUA6	Q68EL4
OG0000157	P01889, P01893, P04439, P10321, P13747, P17693, P25311, P30511, P55899, Q29980, Q29983, Q30201, Q95460	
OG0000158	A6NNZ2, P04350, P07437, P68371, Q13509, Q13885, Q3ZCM7, Q9BUF5, Q9BVA1, Q9H4B7	A0A0R4IXC8, Q6NW90, Q6P5M9
OG0000159	Q6NXR0, Q8WZA9	A0A2R8Q1M9, A0A2R8RQN4, A0A8M1P8B8, A0A8M1QKQ6, A0A8M6YVB0, A0A8M9P7N2, A0A8M9PK25, E7EYG3, E7F6D1, Q1LY91, X1WE34
OG0000160	A0A494C1R9, A6NKD2, P0CV98, P0CV99, P0CW00, P0CW01, Q01534, Q86VY4, Q8N831, Q9H0U9, Q9H2G4, Q9H489, Q9UJ04	
OG0000161	Q3KQU3	A0A0R4ICK5, A0A0R4INY9, A0A0R4IQV6, A0A0R4IS95, A0A8M1RSK8, A0A8M2BL29, A0A8M3AIT0, A0A8M3B5N8, A0A8M6YYY2, A0A8M6Z9W4, A0A8M9PD59, A0A8M9QGK8
OG0000162		O42165, Q2PRB3, Q2PRB4, Q2PRB5, Q2PRB6, Q2PRB9, Q2PRC0, Q2PRC1, Q2PRL7, Q2PRL8, Q2PRL9, Q9I8Z5, Q9PRJ2
OG0000163		A0A0G2KF98, A0A8M3AIU0, A0A8M6YV55, A0A8M6Z5I3, A0A8M9NYW3, A0A8M9P7H5, A0A8M9PC45, A0A8M9PCK7, A0A8M9PCP0, A0A8M9PKF9, A0A8M9PLV8, A5PLB7, A9JTD3
OG0000164		A0A8M1NCA8, A0A8M9PSX3, A0A8M9Q761, E9QG64, F2Z4S2, Q0P4C6, Q5RFY4, Q5RFY5, Q5RG91, Q5RG93, Q5RG94, Q5RG95, U3JB35
OG0000165		A0A8M3AIM4, A0A8M6YZN3, A0A8M9P791, A0A8M9PI98, A0A8M9PPM7, A0A8M9PR77, A0A8M9PW90, A0A8M9Q6T2, A0A8M9QAI9, A0A8M9QBJ2, A0A8M9QBJ5, A0A8M9QC81, A0A8M9QCC7
OG0000166		A0A2R9YJN9, A5PMV4, B3DIL1, E7F7D7, E7FFW9, F1QRK4, F1QS23, F2WZ28, F2WZ30, F2WZ31, F2WZ32, F2WZ35, F2WZ37
OG0000167		A0A286Y9R5, A0A8M1P8M5, A0A8M2B3Z1, A7MBZ6, A8E7Q2, O12989, Q32LQ5, Q32PL3, Q3B744, Q5TYP2, Q5TYP5, Q7SXD2, Q9PWC7
OG0000168	O60676, P01034, P01036, P01037, P09228, P28325, Q15828, Q5W186, Q5W188, Q9H112, Q9H114, Q9H4G1	
OG0000169	P05181, P10632, P11509, P11712, P20813, P20853, P24903, P33260, P33261, Q16696, Q6ZSU1, Q96SQ9	
OG0000170	B2RD01, O75564, P07199, Q17RP2, Q4W5G0, Q53EQ6, Q6B0B8, Q6NT04, Q8IY51, Q96MW7, Q9Y4A0	A0A8M1QLH5
OG0000171	A6NC86, O95274, Q03405	A0A0R4IAR1, A0A0R4IW80, A0A8M2BH09, A0A8M9PCV3, A0A8M9PKD7, A0A8M9PKG4, A0A8M9PNE1, A0A8N7UR86, E7F0J8
OG0000172	O00175, O15467, P10147, P13236, P13501, P16619, P55773, P55774, Q16627, Q16663, Q8NHW4, Q9Y258	
OG0000173	A6NMB1, O15389, O43699, P20138, Q08ET2, Q8N7X8, Q96LC7, Q96PQ1, Q96RL6, Q9NYZ4, Q9Y286, Q9Y336	
OG0000174	A6NHL2, P0DPH7, P0DPH8, P68363, P68366, Q6PEY2, Q71U36, Q9BQE3, Q9NY65	B8A516, B8A518, Q6NWK7
OG0000175	O60882, P03956, P08254, P09237, P09238, P22894, P39900, P45452, Q9H306, Q9NRE1	A0A8M1Q2B6, A0A8M6YV12
OG0000176	P25445, P43489, Q92956	A0A8M1RM46, A0A8M3BBS2, A0A8M9PRR4, A0A8M9QE45, A0A8M9QIX2, A0A8N7TAY6, A2RV47, B0V329, Q0P402
OG0000177	Q5H9R4, Q5JY77, Q5T9G4, Q6P1M9, Q6PI77, Q7L311, Q7L4S7, Q8N2F6, Q96D09, Q9P291, Q9UH62	A0A0R4IWE3
OG0000178	P00995	A0A0R4IEA1, A0A0R4IES2, A0A0R4IF19, A0A0R4IFD2, A0A0R4IIR6, A0A0R4IN12, A0A0R4IPC1, A0A0R4ITM8, A0A0R4IUN8, A0A0R4IW50, A0A8M9QKV3
OG0000179	P60014, P60331, P60368, P60369, P60370, P60371, P60372, P60409, P60410, P60411, P60412, P60413	
OG0000180		A0A0R4IGE1, A0A8M1QLH8, A0A8M1RH48, A0A8M3B812, A0A8M6YV73, A0A8M9P748, A0A8M9PFS0, A0A8M9PHY2, A0A8M9PSD7, A0A8M9Q2L3, A0A8M9Q6E6, A9JRF2
OG0000181		A0A8M1RJ38, A0A8M3AQ42, A0A8M9NYR4, A0A8M9PCN6, A0A8M9PIT8, A0A8M9PIY7, A0A8M9PJ05, A0A8M9PKB3, A0A8M9PLT4, A0A8M9PLY9, A0A8M9PM04, X1WBK1
OG0000182		A0A8M1PYW0, A0A8M1Q7W5, A0A8M1RDJ6, A0A8M3AMY3, A0A8M3AZA6, A0A8M6YXN9, A0A8M6YYI3, A0A8M6YYN1, A0A8M9PJ02, A0A8M9PSF0, A0A8M9QKU3, Q1LUV1
OG0000183		A0A8M6Z8Z3, Q2PRK6, Q2PRK8, Q2PRK9, Q2PRL0, Q2PRL1, Q2PRL2, Q2PRL3, Q2PRL4, Q2PRL5, Q2PRL6, Q2PRM5
OG0000184		A0A0R4IMZ7, A0A2R8QIG4, A0A8M6YXF6, A0A8M6YYH6, A0A8M6Z6A4, A0A8M6Z6K3, A0A8M9P7N0, A0A8M9PID0, A0A8M9PIH3, A0A8M9Q285, A0A8M9Q711, A0A8M9Q7F6
OG0000185		A0A8M3AQU1, A0A8M3B472, A0A8M6YVA8, A0A8M6YWN4, A0A8M6YYL2, A0A8M6Z0X8, A0A8M9PI06, A0A8M9Q1Q6, A0A8M9Q5M4, A0A8M9Q6Y1, A0A8M9QC52, A0A8M9QCN1
OG0000186	A6NDE4, A6NEQ0, O75526, P0C7P1, P0DJD3, P0DJD4, P38159, Q15415, Q8N7X1, Q96E39	Q7ZWA3
OG0000187	B4DYI2, P0C874, P0DKV0, Q5TZJ5, Q5VU36, Q5VVP1, Q5VYP0, Q6ZQQ2, Q6ZUB0, Q6ZUB1, Q8IWB4	
OG0000188	B6SEH8, B6SEH9, P60507, P60508, P60509, P60608, P61550, Q14264, Q9N2J8, Q9N2K0, Q9UQF0	
OG0000189	A6NIR3, Q5VTM2, Q5VUJ5, Q5VW22, Q8TF27, Q96P47, Q96P64, Q99490, Q9UPQ3	A0A8M3AZA0, A0A8M3B0C5
OG0000190	P01009, P01011, P05154, P05543, P08185, P20848, P29622, Q6UXR4, Q86U17, Q86WD7, Q8IW75	
OG0000191	P02775, P02776, P02778, P09341, P10720, P19875, P19876, P42830, P80162, Q07325	A0A0G2KYH9
OG0000192	O00338, O43704, O75897, P0DMM9, P0DMN0, P49888, P50225, P50226, Q6IMI6	Q49IK6, Q6DHH8
OG0000193	A6NJ88, P0DMU7, P0DMU8, P0DMU9, P0DMV0, P0DMV1, P0DMV2, Q5DJT8, Q5HYN5, Q8NHU0, Q9NXZ1	
OG0000194	Q3LHN2, Q3LI54, Q3LI60, Q3LI61, Q3LI63, Q3LI70, Q3LI72, Q3LI73, Q3SYF9, Q7Z4W3, Q8IUB9	
OG0000195		A0A8M1PUL9, A0A8M1RF85, A0A8M1RKH9, A0A8M3B2Y9, A0A8M9PAR4, A0A8M9Q0J2, A0A8M9Q3T0, A0A8M9Q6J4, A0A8M9Q7L9, A9JSV9, E7F299
OG0000196		A0A1L1QZG2, A0A1L1QZN4, A0A1L1QZV6, A0A8M1RM34, A0A8M6YYV0, A0A8M6Z637, A0A8M9PLL0, A0A8M9PTZ5, A0A8M9Q6F4, A0A8M9QC59, A8KAX7
OG0000197		A0A8M2BL50, A0A8M6Z1F7, A0A8M6Z1S7, A0A8M6Z5R3, A0A8M9P1E6, A0A8M9PB56, A0A8M9PC74, A0A8M9PVM1, A0A8M9PVP5, A0A8M9Q0Y2, A0A8M9Q8L0
OG0000198		A0A8M6Z136, A0A8M6Z4U9, A0A8M9NZM3, A0A8M9P428, A0A8M9PMF4, A0A8M9PRI3, A0A8M9PTP2, A0A8M9PZT2, A0A8M9Q1N7, A0A8M9Q2M8, A0A8M9QDP8
OG0000199		A0A0R4IR31, A0A0R4IRA8, A0A0R4ISW2, A0A1L1QZR0, A0A8M2B5P7, A0A8M9Q4F5, F1QVI4, Q31357, Q32Q47, Q8MGW8, Q95HJ4
OG0000200	P04201, P35410, Q86SM5, Q86SM8, Q8TDS7, Q96AM1, Q96LA9, Q96LB0, Q96LB1, Q96LB2	
OG0000201	O75310, O75795, P06133, P0DTE4, P0DTE5, P16662, P36537, P54855, Q6UWM9, Q9BY64	
OG0000202	A6NKG5, O95751, Q17RB0, Q5HYW3, Q6ICC9, Q6ZR62, Q7L3V2, Q86TG7, Q8N8U3, Q9BWD3	
OG0000203	A0A2R8YE69, A4D2H0, A4FU28, P0CG41, Q86UF2, Q8IX94, Q8IX95, Q96PC5, Q96RT6	A0A8M9PEK9
OG0000204	O15496, P14555, P39877, Q02509, Q5R387, Q9BZM2, Q9NZK7, Q9UNK4	A0JL26, Q6DHQ7
OG0000205	O00421, O00590, P32246, P41597, P49238, P51677, P51679, P51681, P51685	A0A8M2BKR3
OG0000206	O43506, Q13443, Q6NVV9, Q8TC27, Q99965, Q9UKF2, Q9UKF5, Q9UKJ8, Q9Y3Q7	A9JSX7
OG0000207	P07900, P08238, Q14568, Q58FF6, Q58FF7, Q58FF8, Q58FG0, Q58FG1	O57521, Q5RG12
OG0000208	P31941, P41238, Q6NTF7, Q8IUX4, Q96AK3, Q9GZX7, Q9HC16, Q9NRW3, Q9UH17	Q5YF88
OG0000209	Q6IV72, Q6NUN9, Q6ZMS7, Q75MW2, Q8N393, Q8TD17, Q9P215, Q9UDV6, Q9UDV7, Q9ULD5	
OG0000210	O43296, P51504, Q08ER8, Q14592, Q5CZA5, Q7Z398, Q8TBZ5, Q96NL3	R4GEB4, R4GEK1
OG0000211	A0A096LNW5, P0DPK3, P0DPK4, Q04721, Q7Z3S9, Q99466, Q9UM47	A0A0R4IN59, F1RCH4, Q800E4
OG0000212	O96006	A0A0R4IWH1, A0A8M2B1Y7, A0A8M6Z1Y5, A0A8M6Z2R9, A0A8M6Z2U7, A0A8M9PAG6, A0A8M9PN68, A0A8M9PYK6, A0A8M9QN30
OG0000213	Q6HA08	A0A8M3AVT9, A0A8M6Z8J3, A4VCG4, E7F0X0, F1REP3, Q14TH1, Q1LW01, Q4QRC8, Q5BKW6
OG0000214		A0A8M1PSV9, A0A8M2B7P1, A0A8M2BBK0, A0A8M3AWI4, A0A8M9PP91, A0A8M9Q2J8, B3DHE2, E7EYU7, E7FFX8, Q58EQ3
OG0000215		A0A0R4IQ63, A0A8M1Q1A8, A0A8M2BB11, A0A8M9PP30, A0A8N7UVB4, A0PGM0, A4FVL4, B3DIC0, F1Q8C3, Q802X8
OG0000216		A0A8M2B423, A0A8M2B5F0, A0A8M2B6C1, A0A8M3BD81, A0A8M9P0P3, A0A8M9PAB6, A0A8M9PDE0, A0A8M9PP01, A0A8M9Q3R3, A0A8M9QEL5
OG0000217		A0A140LFX8, A0A2R8Q8I5, A0A8M1NED9, A0A8M6Z460, A0A8M9P627, A8KB23, E9QHQ1, F1QPC7, F1QQK6, F1R3X6
OG0000218		A0A0N4SU25, B3DIB2, Q5QNM9, Q5QNN0, Q5QNN7, Q5QNN8, Q5QNN9, Q5QNP0, Q5QNQ2, Q5QNQ3
OG0000219		A0A2R8Q015, A0A2R8Q3A5, A0A8M6Z8Y8, I6LC14, I6LC16, I6LC17, I6LC18, I6LC20, I6LC22, I6LC24
OG0000220		A0A8M1QKM9, A0A8M9PFW3, A0A8N7TAQ2, A7YYB6, A8WGK2, B1WB56, B3DH93, F1R872, Q66HX7, Q6DHT8
OG0000221		A0A8M1P3E5, A0A8M1QLV3, A0A8M2B5T3, A0A8M3AKK0, A0A8M3ARW7, A0A8M9PP94, A0A8M9Q0Q2, A0A8M9Q1A7, A0A8M9Q4H9, B0V362
OG0000222		A0A2R8QFS1, A0A8M1RH16, A0A8M3B282, A2VD38, F1QNN0, F1R0K2, M9MM93, Q4KM20, Q5U3R9, Q8WM94
OG0000223		A0A0R4IP03, A0A0R4IQ46, A0A8M1NWJ8, A0A8M6YV80, A0A8M6Z3U8, A0A8M9P5N3, A0PGL8, A4FVJ6, B3DJ50, Q05AM2
OG0000224	A0A075B759, A0A075B767, A0A0B4J2A2, F5H284, P0DN26, P0DN37, P62937, Q9Y536	Q6PC53
OG0000225	P08048, P17010, Q96JM3, Q9Y462	A0A0R4ILE1, A0A8N7UR26, A7Y7X5, E7F557, X1WC64
OG0000226	P32455, P32456, Q6ZN66, Q8N8V2, Q96PP8, Q96PP9, Q9H0R5	A0A8M9Q4E9, E9QF26
OG0000227	Q5MJ07, Q5MJ08, Q5MJ09, Q5MJ10, Q5VSR9, Q9BXN6, Q9NS25, Q9NS26, Q9NY87	
OG0000228	P05023, P13637, P20648, P50993, P54707, Q13733	Q4KMK4, Q90X33, Q9DGL5
OG0000229	A6NES4, A6NGR9, Q68CQ1, Q6ZUA9, Q7Z745, Q8NDA8, Q9BYG7, Q9H579	A0A8M6Z208
OG0000230	P0DMV8, P0DMV9, P11142, P17066, P34931, P48741, P54652	A0A8M1NE33, Q90473
OG0000231	A6NHC0, A8MX76, P07384, P17655, Q6MZZ7, Q6ZSI9, Q9UMQ6	Q6DFZ8, Q7ZUR1
OG0000232	A0A1W2PQ72	A0A8M1P3L9, A0A8M1RQZ9, A0A8M1RRE7, A0A8M3AP29, A0A8M9QI12, I3IST1, X1WBH5, X1WCE1
OG0000233	O75635, P29508, P30740, P36952, P48594, P48595, Q96P15, Q96P63, Q9UIV8	
OG0000234	O60224, O60225, Q16384, Q16385, Q7RTT3, Q7RTT4, Q7RTT5, Q7RTT6, Q99909	
OG0000235	P09326, Q13291, Q96A28, Q96DU3, Q9BZW8, Q9HBG7, Q9NQ25, Q9P0V8, Q9UIB8	
OG0000236	P01854, P01857, P01859, P01860, P01861, P01871, P01876, P01877, P01880	
OG0000237	Q4U2R8, Q63ZE4, Q6T423, Q8IVM8, Q8N4F4, Q8TCC7, Q96S37, Q9NSA0	Q6NYN7
OG0000238	O75951, P00709, P61626, Q6UWQ5, Q7Z4W2, Q8IXA5, Q96KX0, Q96QH8	Q90YS5
OG0000239	P26718, P78380, Q2HXU8, Q5QGZ9, Q6UXN8, Q8NC01, Q9BXN2, Q9NY25, Q9P126	
OG0000240	O60656, P19224, P22309, P22310, P35503, P35504, Q9HAW7, Q9HAW8, Q9HAW9	
OG0000241	A0A1B0GTE1, Q8WYK1, Q96NU0, Q9BZ76, Q9C0A0, Q9UHC6	A0A8M2B1Z8, A0A8M3AUM4, A0A8M3B6M0
OG0000242	Q8N5D6	A0A8M2BCD3, A0A8M3ASD7, A0A8M6Z6Z5, A0A8M9QDS3, A2BIR9, B0S7I1, Q7SXD8, Q7ZTV7
OG0000243	Q30KP9, Q30KQ4, Q30KQ5, Q5J5C9, Q8N687, Q8N688, Q8N690, Q8NES8, Q96PH6	
OG0000244	P51589	A0A8M1PZ56, A0A8M9PPW9, Q5TZ75, Q5TZ85, Q5TZ86, Q5U3D5, Q7ZU60, Q803J0
OG0000245	O00187, P00736, P09871, P48740, Q9NZP8	A0A8M1NGF4, A9JSU2, Q4V9I1, X1WH68
OG0000246	O60840, Q01668, Q13698, Q13936	A0A8M2BFL7, A0A8M9PQW6, A0A8M9PUS4, A0A8M9Q050, Q6RKB0
OG0000247	O60741, Q9P1Z3, Q9UL51, Q9Y3Q4	A0A0R4IRW0, A0A8N7T6V3, A0A8N7TEJ3, A0A8N7UQR8, F6NQL8
OG0000248	P01584, P18510, Q8WWZ1, Q9NZH6, Q9NZH7, Q9NZH8, Q9UBH0, Q9UHA7	A0A8M1PI54
OG0000249	P02647, P06727	A0A8M1PVB3, A0A8M9NZC6, A0A8M9P1T6, E9QJG3, O42364, Q3B7G4, Q503V2
OG0000250	Q12913	A0A8M2BDT9, A0A8M6YVV5, A0A8M6YWN1, A0A8M6YYB8, A0A8M9P6I8, A0A8M9PV33, A0A8M9PYJ0, A0A8M9QGJ2
OG0000251		A0A8M1NHL5, A0A8M3B2M6, A0A8M9PKK0, A0A8M9PXU1, A0A8M9Q4F0, A0A8M9Q8S4, A0A8M9Q9E1, A0A8M9QE74, Q4V9D6
OG0000252		A0A8M1PUR3, A0A8M1Q1S9, A0A8M6YX59, A0A8M9PD22, A0A8M9PJA2, A0A8M9PU54, A7E2M1, E7F2S6, E7FB63
OG0000253		A0A8M1Q801, A0A8M6YV16, A0A8M6YY96, A0A8M6Z437, A0A8M6Z4V4, A0A8M9NYV3, A0A8M9P615, A0A8M9PUA2, A0A8M9PXN2
OG0000254		A0A8M9PLK1, A0A8M9PLP8, A0A8M9PLV5, A0A8M9PXV9, A0A8M9Q2E2, A0A8M9Q5H5, A0A8M9Q7A2, A0A8M9QFS2, A0A8M9QI16
OG0000255		A0A8M6Z2X2, A0A8M9P2Z8, A0A8M9PHL8, A0A8M9PRH7, A0A8M9PT13, A0A8M9PTD1, A0A8M9PWC2, A0A8M9QE84, E7FF72
OG0000256		A0A8M9PJW6, A0A8M9PVN0, A0A8M9QEC8, A2BGX6, B8A568, B8A569, F1QVX3, F1R6C7, Q6IQX1
