Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0013934	Q9Y294	
OG0013935	A0A075B6V2	
OG0013936	A0A6Q8PGS0	
OG0013937	P51861	
OG0013938	P55082	
OG0013939	Q09MP3	
OG0013940	Q8N5U0	
OG0013941	Q8N9B4	
OG0013942	Q8NEB7	
OG0013943	Q8NEL0	
OG0013944	Q8WXF0	
OG0013945	Q96JF6	
OG0013946	Q96S07	
OG0013947	Q9BZA0	
OG0013948	Q9ULE4	
OG0013949	A0A0A0MTA3	
OG0013950	A0A1B0GUV8	
OG0013951	A0N4X2	
OG0013952	A5D8W1	
OG0013953	A6NGH7	
OG0013954	A6NIH7	
OG0013955	P54849	
OG0013956	P55916	
OG0013957	Q6ICB4	
OG0013958	Q6UXR8	
OG0013959	Q7Z4J2	
OG0013960	Q538Z0	
OG0013961	Q5SWW7	
OG0013962	Q69YU3	
OG0013963	Q6ZNE9	
OG0013964	Q86VD9	
OG0013965	Q8IV76	
OG0013966	Q8IZ63	
OG0013967	Q9BQY9	
OG0013968	Q9BYR2	
OG0013969	Q9BYR5	
OG0013970	Q9H313	
OG0013971	A8MUP6	
OG0013972	O00321	
OG0013973	O43261	
OG0013974	P30405	
OG0013975	Q8N4L1	
OG0013976	Q9H1M3	
OG0013977	A0A590UJ96	
OG0013978	O15050	
OG0013979	O96009	
OG0013980	Q08AI8	
OG0013981	Q3MUY2	
OG0013982	Q5T686	
OG0013983	Q6JHZ5	
OG0013984	Q8N1N2	
OG0013985	Q8N729	
OG0013986	Q8TD06	
OG0013987	Q96MH2	
OG0013988	Q99956	
OG0013989	Q9NZT2	
OG0013990	Q9Y274	
OG0013991	E5RJ46	
OG0013992	P04908	
OG0013993	P22692	
OG0013994	P26436	
OG0013995	P59797	
OG0013996	Q6XPR3	
OG0013997	Q8WTQ4	
OG0013998	Q96GE4	
OG0013999	Q9NYJ7	
OG0014000	Q9UL17	
OG0014001	P54845	
OG0014002	Q02539	
OG0014003	Q8IV56	
OG0014004	Q8IW03	
OG0014005	Q8WV24	
OG0014006	Q96P71	
OG0014007	Q9BTD1	
OG0014008	O15342	
OG0014009	O15552	
OG0014010	O94850	
OG0014011	O95473	
OG0014012	P20155	
OG0014013	P23763	
OG0014014	Q5T7R7	
OG0014015	Q8N812	
OG0014016	Q8N8F6	
OG0014017	Q96CA5	
OG0014018	Q96N19	
OG0014019	Q96PS8	
OG0014020	Q99819	
OG0014021	Q9BYQ8	
OG0014022	Q9H8J5	
OG0014023	Q9NQR9	
OG0014024	A0A1B0GTI8	
OG0014025	A6NL88	
OG0014026	B9A014	
OG0014027	E2RYF7	
OG0014028	O95868	
OG0014029	P06729	
OG0014030	P09603	
OG0014031	Q01151	
OG0014032	Q0P140	
OG0014033	Q6ZS62	
OG0014034	Q7L2K0	
OG0014035	Q9UJW2	
OG0014036	A0A075B6Y9	
OG0014037	A0A096LPG2	
OG0014038	A0A0J9YXV3	
OG0014039	A0A804HIB5	
OG0014040	A1A4F0	
OG0014041	P04554	
OG0014042	P58499	
OG0014043	P59020	
OG0014044	Q96A72	
OG0014045	Q9H0Z9	
OG0014046	Q9NVZ3	
OG0014047	P05112	
OG0014048	P05496	
OG0014049	P08134	
OG0014050	P49685	
OG0014051	P51460	
OG0014052	Q13956	
OG0014053	Q5M9N0	
OG0014054	Q6ZQQ6	
OG0014055	Q6ZRV3	
OG0014056	Q96FQ7	
OG0014057	Q99879	
OG0014058	Q9H720	
OG0014059	A6NHS7	
OG0014060	P81172	
OG0014061	P82980	
OG0014062	Q13118	
OG0014063	Q49AH0	
OG0014064	Q6UYE1	
OG0014065	Q6ZMN8	
OG0014066	Q8N5Z5	
OG0014067	Q8N8Z3	
OG0014068	Q8TCV5	
OG0014069	Q96LM9	
OG0014070	Q9BYV6	
OG0014071	Q9NS75	
OG0014072	A0A096LP49	
OG0014073	A0A1B0GTB2	
OG0014074	O00168	
OG0014075	P0DKB6	
OG0014076	P0DPI4	
OG0014077	P0DTF9	
OG0014078	P10301	
OG0014079	P28039	
OG0014080	P31267	
OG0014081	P46089	
OG0014082	Q13428	
OG0014083	Q19T08	
OG0014084	Q5VZB9	
OG0014085	Q8N684	
OG0014086	Q96MC9	
OG0014087	Q96NS1	
OG0014088	Q9NRV9	
OG0014089	A0A8I5QJS6	
OG0014090	P0C0S8	
OG0014091	P28702	
OG0014092	Q3KNW5	
OG0014093	Q502W7	
OG0014094	Q6IPW1	
OG0014095	Q6UXB8	
OG0014096	Q6ZTR5	
OG0014097	Q96LP6	
OG0014098	Q9BYW3	
OG0014099	Q9UII2	
OG0014100	Q9UK28	
OG0014101	Q17R55	
OG0014102	Q6NSX1	
OG0014103	Q6NVH7	
OG0014104	Q8NFR7	
OG0014105	Q9ULZ1	
OG0014106	P07476	
OG0014107	P54257	
OG0014108	Q4G0G5	
OG0014109	Q5TEC6	
OG0014110	Q96D15	
OG0014111	Q96LL4	
OG0014112	Q99440	
OG0014113	Q9Y442	
OG0014114	A0A1W2PP97	
OG0014115	A0A6Q8PGZ7	
OG0014116	A6NEH6	
OG0014117	O00453	
OG0014118	P09466	
OG0014119	P26371	
OG0014120	Q5SRN2	
OG0014121	Q5T6J7	
OG0014122	Q8IXQ3	
OG0014123	Q8TAG6	
OG0014124	Q8TE54	
OG0014125	Q8WWL7	
OG0014126	Q9HCN2	
OG0014127	Q9NXK8	
OG0014128	A0A411D538	
OG0014129	A8MVM7	
OG0014130	M0R2J8	
OG0014131	O43638	
OG0014132	O60756	
OG0014133	P0C7T8	
OG0014134	Q1RN00	
OG0014135	Q5JXB2	
OG0014136	Q8N814	
OG0014137	Q9HC98	
OG0014138	Q9HCC6	
OG0014139	A0A804HLA8	
OG0014140	P15531	
OG0014141	P19075	
OG0014142	P55318	
OG0014143	P62945	
OG0014144	Q00056	
OG0014145	Q3ZCQ2	
OG0014146	Q5W150	
OG0014147	Q6ZS92	
OG0014148	Q6ZSR6	
OG0014149	Q8N1L1	
OG0014150	Q8N9P0	
OG0014151	Q8NB16	
OG0014152	Q9H521	
OG0014153	Q9NSA1	
OG0014154	A6NC98	
OG0014155	C9J3V5	
OG0014156	D0EPY3	
OG0014157	P0C7M3	
OG0014158	Q5H943	
OG0014159	Q5K130	
OG0014160	Q5VVX9	
OG0014161	Q7Z6I5	
OG0014162	Q96NR7	
OG0014163	Q9Y6Y9	
OG0014164	A0A075B6Z3	
OG0014165	A0AA34QW00	
OG0014166	O75386	
OG0014167	O95760	
OG0014168	P12980	
OG0014169	Q16621	
OG0014170	Q4W5P6	
OG0014171	Q5VYV0	
OG0014172	Q6ZRK6	
OG0014173	Q8IV45	
OG0014174	Q8N1Q1	
OG0014175	Q8NHS1	
OG0014176	Q9HCM7	
OG0014177	Q9UI54	
OG0014178	A0A0A0MTA1	
OG0014179	A8MXQ7	
OG0014180	P42857	
OG0014181	P83859	
OG0014182	Q6UXN7	
OG0014183	Q8NCS7	
OG0014184	Q9BUN1	
OG0014185	A0A075B6Z1	
OG0014186	A1E959	
OG0014187	A6NM66	
OG0014188	A8MZ26	
OG0014189	O14556	
OG0014190	P28068	
OG0014191	Q495D7	
OG0014192	Q5T6L9	
OG0014193	Q6ZTB9	
OG0014194	Q8IWP9	
OG0014195	Q8N427	
OG0014196	Q99929	
OG0014197	Q9H9K5	
OG0014198	A6NJI1	
OG0014199	A8MXZ3	
OG0014200	P02750	
OG0014201	P32969	
OG0014202	P60201	
OG0014203	Q17RF5	
OG0014204	Q52MB2	
OG0014205	Q5KSL6	
OG0014206	Q8IYX7	
OG0014207	Q8N535	
OG0014208	Q99525	
OG0014209	Q9NYP8	
OG0014210	U3KPV4	
OG0014211	Q0VD83	
OG0014212	Q32M92	
OG0014213	Q86UQ8	
OG0014214	Q8N6U2	
OG0014215	Q99445	
OG0014216	Q9H0F5	
OG0014217	Q9NPF0	
OG0014218	A0A3B3IT52	
OG0014219	A6NFU8	
OG0014220	P22460	
OG0014221	Q8N7Y1	
OG0014222	A0A087WV53	
OG0014223	A0A0A0MT92	
OG0014224	O00270	
OG0014225	O43414	
OG0014226	O60760	
OG0014227	P0C7W0	
OG0014228	P23327	
OG0014229	P58511	
OG0014230	Q08722	
OG0014231	Q8N8I6	
OG0014232	Q9ULL0	
OG0014233	Q9Y6J3	
OG0014234	X6R8D5	
OG0014235	A0A087WTH1	
OG0014236	A0A494C0B9	
OG0014237	O75309	
OG0014238	P24588	
OG0014239	Q5NUL3	
OG0014240	Q5QJ38	
OG0014241	Q5QNW6	
OG0014242	Q6UWN5	
OG0014243	Q8TF66	
OG0014244	Q8WZ26	
OG0014245	Q92748	
OG0014246	Q9GZP8	
OG0014247	Q9UKR8	
OG0014248	Q9UL36	
OG0014249	A0A075B713	
OG0014250	A0A494C0I6	
OG0014251	A6NDD5	
OG0014252	G5E9R7	
OG0014253	O75688	
OG0014254	O75920	
OG0014255	P16989	
OG0014256	Q5JRM2	
OG0014257	Q86SG2	
OG0014258	Q8WY41	
OG0014259	Q9BRR9	
OG0014260	Q9H2A7	
OG0014261	A0A804HI29	
OG0014262	O43561	
OG0014263	O75409	
OG0014264	P05976	
OG0014265	P49901	
OG0014266	Q15942	
OG0014267	Q59GN2	
OG0014268	Q6L8H2	
OG0014269	Q6UE05	
OG0014270	Q6UX39	
OG0014271	Q8N9Y4	
OG0014272	Q96M78	
OG0014273	Q9ULG3	
OG0014274	A0A075B714	
OG0014275	E9PGG2	
OG0014276	P35227	
OG0014277	Q6L8H1	
OG0014278	Q8IYN6	
OG0014279	Q8N474	
OG0014280	Q8N9V6	
OG0014281	Q8TBR5	
OG0014282	Q9HC73	
OG0014283	Q9NYX4	
OG0014284	A0A0A0MT69	
OG0014285	A0N4Z8	
OG0014286	A8K010	
OG0014287	P12236	
OG0014288	Q5H913	
OG0014289	Q5IJ48	
OG0014290	Q9BZ97	
OG0014291	Q9UEW3	
OG0014292	P0C672	
OG0014293	P40306	
OG0014294	P48551	
OG0014295	P55089	
OG0014296	P56557	
OG0014297	P62745	
OG0014298	Q5HYJ1	
OG0014299	Q5T749	
OG0014300	Q8N6P7	
OG0014301	Q99811	
OG0014302	Q9UNW9	
OG0014303	A0A0A0MT70	
OG0014304	P07951	
OG0014305	P49765	
OG0014306	Q8N4E4	
OG0014307	Q8N816	
OG0014308	Q8TAE6	
OG0014309	Q8TF63	
OG0014310	Q9BUL9	
OG0014311	Q9NYS7	
OG0014312	O00295	
OG0014313	O14836	
OG0014314	P0C8F1	
OG0014315	P32239	
OG0014316	P40205	
OG0014317	P80370	
OG0014318	Q5JNZ5	
OG0014319	Q5JTZ5	
OG0014320	Q6ZTR7	
OG0014321	Q96A04	
OG0014322	Q9BYQ7	
OG0014323	A0A8V8TII8	
OG0014324	O00294	
OG0014325	P27482	
OG0014326	P56555	
OG0014327	Q14541	
OG0014328	Q15517	
OG0014329	Q7Z4B0	
OG0014330	Q7Z6M3	
OG0014331	Q8IWV1	
OG0014332	A0A0A0MT94	
OG0014333	A0A1B0GVG4	
OG0014334	A0A669KB60	
OG0014335	A0AA34QVV6	
OG0014336	B2RV13	
OG0014337	P0DXC1	
OG0014338	Q08431	
OG0014339	Q17RY6	
OG0014340	Q6RVD6	
OG0014341	Q6UWD8	
OG0014342	Q86YL7	
OG0014343	Q8NBC4	
OG0014344	Q8WYQ3	
OG0014345	Q96EH5	
OG0014346	Q9H1P6	
OG0014347	A0A0G2JPN4	
OG0014348	A0A1B0GTI1	
OG0014349	A0A8I5KYS1	
OG0014350	Q8NEQ5	
OG0014351	Q96GZ6	
OG0014352	Q96N68	
OG0014353	Q9BWK5	
OG0014354	Q9ULW5	
OG0014355	A0A0D9SF12	
OG0014356	P07498	
OG0014357	P55822	
OG0014358	P63104	
OG0014359	Q14106	
OG0014360	Q6P0A1	
OG0014361	Q6ZVN7	
OG0014362	Q86UU5	
OG0014363	Q8IUB2	
OG0014364	Q8IZC6	
OG0014365	Q8N8F7	
OG0014366	Q8TAA3	
OG0014367	Q96L94	
OG0014368	Q9H2U2	
OG0014369	A0A1B0GTD5	
OG0014370	P20962	
OG0014371	P49286	
OG0014372	P55056	
OG0014373	P58513	
OG0014374	Q15726	
OG0014375	Q2M2E5	
OG0014376	Q5SZD1	
OG0014377	Q5VXT5	
OG0014378	Q7Z6L0	
OG0014379	Q8NAJ2	
OG0014380	Q8TD35	
OG0014381	Q96DU7	
OG0014382	Q96N53	
OG0014383	Q9BPW9	
OG0014384	Q9NRM1	
OG0014385	A0A0A0MT96	
OG0014386	A0A0U1RRN3	
OG0014387	A0A1B0GVM6	
OG0014388	O15120	
OG0014389	P40225	
OG0014390	Q15653	
OG0014391	Q5T036	
OG0014392	Q86UD3	
OG0014393	Q8NA97	
OG0014394	Q9UBI6	
OG0014395	A0A087WWA1	
OG0014396	A0A1B0GVG6	
OG0014397	A0A7I2V2S6	
OG0014398	P13232	
OG0014399	P34810	
OG0014400	P52926	
OG0014401	P62955	
OG0014402	Q16854	
OG0014403	Q5TGP6	
OG0014404	Q6PEX3	
OG0014405	Q86SY8	
OG0014406	Q8N8D9	
OG0014407	Q9NRJ2	
OG0014408	C0HLV8	
OG0014409	P0C851	
OG0014410	Q0VFX4	
OG0014411	Q6Q795	
OG0014412	Q6ZPA2	
OG0014413	Q6ZSA8	
OG0014414	Q6ZVL8	
OG0014415	Q6ZVQ6	
OG0014416	Q8N377	
OG0014417	Q8N6C7	
OG0014418	Q8N8W4	
OG0014419	Q8WV83	
OG0014420	Q8WV99	
OG0014421	Q96M66	
OG0014422	Q9BTK2	
OG0014423	Q9H427	
OG0014424	Q9H4A5	
OG0014425	Q9Y3F1	
OG0014426	Q9Y6Z7	
OG0014427	A0A1B0GUS4	
OG0014428	A6NFX1	
OG0014429	P13682	
OG0014430	Q01892	
OG0014431	Q9NZJ7	
OG0014432	A0A0G2JND7	
OG0014433	O95567	
OG0014434	P0C7Q2	
OG0014435	P20671	
OG0014436	P21815	
OG0014437	P59768	
OG0014438	Q5I0X4	
OG0014439	Q5VST6	
OG0014440	Q8N3K9	
OG0014441	Q8N9P6	
OG0014442	Q96BQ1	
OG0014443	Q9H6K5	
OG0014444	Q9H756	
OG0014445	A0A8V8TND5	
OG0014446	A0A8V8TPC4	
OG0014447	F2Z3M2	
OG0014448	O95843	
OG0014449	P0CAT3	
OG0014450	P17658	
OG0014451	P53805	
OG0014452	Q8N271	
OG0014453	Q8TC90	
OG0014454	Q9NVL8	
OG0014455	Q9Y6Z5	
OG0014456	A0A075B6V3	
OG0014457	A8MQ03	
OG0014458	F2Z3F1	
OG0014459	O75438	
OG0014460	P32119	
OG0014461	Q8N111	
OG0014462	Q8N910	
OG0014463	Q8NA69	
OG0014464	Q8TAY7	
OG0014465	Q8WXI3	
OG0014466	Q96M83	
OG0014467	A0A075B6W7	
OG0014468	P0C853	
OG0014469	P31947	
OG0014470	P62807	
OG0014471	Q156A1	
OG0014472	Q5VT33	
OG0014473	Q5VVC0	
OG0014474	Q96DT0	
OG0014475	A0A075B709	
OG0014476	A6NEL2	
OG0014477	O95626	
OG0014478	P0DV60	
OG0014479	Q13319	
OG0014480	Q5DT21	
OG0014481	Q8TDM5	
OG0014482	Q92502	
OG0014483	Q9BYU1	
OG0014484	Q9NPB6	
OG0014485	Q9NRI7	
OG0014486	Q9UBG3	
OG0014487	Q9UGL9	
OG0014488	A0A1B0GTJ6	
OG0014489	O00501	
OG0014490	Q5TC04	
OG0014491	Q75NE6	
OG0014492	Q8WW43	
OG0014493	Q96KK3	
OG0014494	Q96MF4	
OG0014495	Q9UMX2	
OG0014496	A0A096LP01	
OG0014497	A0A1B0GTR0	
OG0014498	E5RJM6	
OG0014499	O75631	
OG0014500	P05230	
OG0014501	P60568	
OG0014502	Q5W0N0	
OG0014503	Q6F5E7	
OG0014504	Q86VI1	
OG0014505	Q8IYX8	
OG0014506	Q9NXH3	
OG0014507	A0A2R8Y4M2	
OG0014508	O43193	
OG0014509	P49335	
OG0014510	P59022	
OG0014511	P60673	
OG0014512	Q13536	
OG0014513	Q14667	
OG0014514	Q3KNT9	
OG0014515	Q6UW10	
OG0014516	Q6ZSB3	
OG0014517	Q8N9X3	
OG0014518	A6NI56	
OG0014519	B0L3A2	
OG0014520	Q0IIN9	
OG0014521	Q5JT82	
OG0014522	Q5TBE3	
OG0014523	Q6EEV6	
OG0014524	Q86U37	
OG0014525	Q96PN6	
OG0014526	Q9BX68	
OG0014527	A0A9L9PY38	
OG0014528	O43763	
OG0014529	P17676	
OG0014530	Q107X0	
OG0014531	Q2TAC2	
OG0014532	Q6XYB7	
OG0014533	Q8IZY5	
OG0014534	Q8NEV9	
OG0014535	Q9BTT0	
OG0014536	A0A075B6X3	
OG0014537	A0A8V8TPW1	
OG0014538	A2VCK2	
OG0014539	B1ANH7	
OG0014540	Q16617	
OG0014541	Q504U0	
OG0014542	Q5T6M2	
OG0014543	Q6UWP8	
OG0014544	Q8N1I8	
OG0014545	Q969T4	
OG0014546	Q96QI5	
OG0014547	Q9GZP1	
OG0014548	Q9XRX5	
OG0014549	A4D0Y5	
OG0014550	P16520	
OG0014551	P31944	
OG0014552	Q6UXV3	
OG0014553	Q8NDH2	
OG0014554	Q8TAV3	
OG0014555	Q96D05	
OG0014556	Q9NV39	
OG0014557	Q9P299	
OG0014558	Q9P2T1	
OG0014559	A4D0T7	
OG0014560	H3BU77	
OG0014561	O97980	
OG0014562	P0DMT0	
OG0014563	P59091	
OG0014564	Q05215	
OG0014565	Q2KHT4	
OG0014566	Q5U649	
OG0014567	Q6ZV77	
OG0014568	Q8N326	
OG0014569	Q8NFU4	
OG0014570	Q8TCZ7	
OG0014571	Q96EZ4	
OG0014572	Q96FV0	
OG0014573	Q96PD6	
OG0014574	Q9BXA5	
OG0014575	A0A075B6X0	
OG0014576	O00198	
OG0014577	O75493	
OG0014578	Q8N2X6	
OG0014579	Q96MU5	
OG0014580	Q9H2U6	
OG0014581	Q9NZW4	
OG0014582	Q9ULC0	
OG0014583	A0A1B0GTQ4	
OG0014584	A0A5F9ZHU2	
OG0014585	O14602	
OG0014586	O95907	
OG0014587	Q2M2W7	
OG0014588	Q6IQ21	
OG0014589	Q765I0	
OG0014590	Q96BT1	
OG0014591	Q9NWQ4	
OG0014592	Q9UID6	
OG0014593	A0A075B7E0	
OG0014594	A0A1Y8EKQ5	
OG0014595	A0A7I2V4U8	
OG0014596	A0A8Q3WLD3	
OG0014597	C9JVW0	
OG0014598	O14604	
OG0014599	O14796	
OG0014600	P59036	
OG0014601	Q6ZN01	
OG0014602	Q6ZV60	
OG0014603	Q8IZS6	
OG0014604	Q8NEK8	
OG0014605	Q9H190	
OG0014606	M5A8F1	
OG0014607	O43889	
OG0014608	Q03060	
OG0014609	Q13166	
OG0014610	Q16570	
OG0014611	Q8N4Q0	
OG0014612	Q8NCU8	
OG0014613	Q96KW9	
OG0014614	Q9UJQ7	
OG0014615	A0A669KAW2	
OG0014616	A0A9L9PY30	
OG0014617	A6NIK2	
OG0014618	I3L0S3	
OG0014619	O15063	
OG0014620	P0C841	
OG0014621	Q13541	
OG0014622	Q49SQ1	
OG0014623	Q5T089	
OG0014624	Q6UW01	
OG0014625	Q6ZRH7	
OG0014626	Q8NBR9	
OG0014627	Q96PG8	
OG0014628	Q9H0U4	
OG0014629	A0A075B6Z8	
OG0014630	A0A075B7B9	
OG0014631	A0A9L9PY65	
OG0014632	O60234	
OG0014633	O60814	
OG0014634	P19105	
OG0014635	P23490	
OG0014636	P60022	
OG0014637	Q13886	
OG0014638	Q8IVA1	
OG0014639	Q969S2	
OG0014640	Q9BXJ4	
OG0014641	A0A5F9ZHS0	
OG0014642	A6NJ69	
OG0014643	H3BV60	
OG0014644	O95158	
OG0014645	P01579	
OG0014646	P18827	
OG0014647	P34910	
OG0014648	P51449	
OG0014649	P61163	
OG0014650	Q13261	
OG0014651	Q8NCS4	
OG0014652	Q9NZY2	
OG0014653	Q9UNX3	
OG0014654	A0A075B6U8	
OG0014655	A0A075B6Y0	
OG0014656	A0A0G2JLJ8	
OG0014657	A0A0J9YXN1	
OG0014658	O14933	
OG0014659	P59942	
OG0014660	Q53QW1	
OG0014661	Q8N7L0	
OG0014662	Q96SA4	
OG0014663	Q9HCT0	
OG0014664	A1L3X4	
OG0014665	P01148	
OG0014666	P02745	
OG0014667	P29965	
OG0014668	Q3C1V1	
OG0014669	Q68DN1	
OG0014670	Q6ZPB5	
OG0014671	Q6ZTR6	
OG0014672	Q96KT6	
OG0014673	Q9BWH2	
OG0014674	Q9GZX6	
OG0014675	Q9H0B3	
OG0014676	A0A075B6X4	
OG0014677	A8MV65	
OG0014678	O00230	
OG0014679	P01033	
OG0014680	P01583	
OG0014681	P0C864	
OG0014682	P0CE67	
OG0014683	Q569G3	
OG0014684	Q9BZJ7	
OG0014685	Q9H6Y5	
OG0014686	A0A2R8Y2Y2	
OG0014687	A0A6Q8PFD8	
OG0014688	O14669	
OG0014689	O76081	
OG0014690	P56270	
OG0014691	Q8IXW0	
OG0014692	Q9BSJ6	
OG0014693	A8MT66	
OG0014694	A8MUN3	
OG0014695	A8MWP4	
OG0014696	Q5TD97	
OG0014697	Q6J272	
OG0014698	Q6ZRU5	
OG0014699	Q6ZS46	
OG0014700	Q6ZSR3	
OG0014701	Q6ZSR9	
OG0014702	Q86TA4	
OG0014703	Q8N2B8	
OG0014704	Q8NHX4	
OG0014705	Q96MT0	
OG0014706	Q96MY1	
OG0014707	Q9NQ60	
OG0014708	A2RTY3	
OG0014709	O14599	
OG0014710	Q10589	
OG0014711	Q14964	
OG0014712	Q86VH2	
OG0014713	Q9BPZ3	
OG0014714	Q9H0P7	
OG0014715	Q9NZU7	
OG0014716	O95197	
OG0014717	P23527	
OG0014718	P49184	
OG0014719	Q5TGI4	
OG0014720	Q6UXZ0	
OG0014721	Q8N319	
OG0014722	Q8TDC0	
OG0014723	Q96AZ1	
OG0014724	Q96BX8	
OG0014725	Q9BXV9	
OG0014726	A0A075B708	
OG0014727	A0A494C030	
OG0014728	A8MV24	
OG0014729	P32856	
OG0014730	P59052	
OG0014731	Q14761	
OG0014732	Q1ZYL8	
OG0014733	Q7Z7B8	
OG0014734	Q86SG4	
OG0014735	Q8IVK1	
OG0014736	Q8TC99	
OG0014737	Q8WU68	
OG0014738	Q9H1H1	
OG0014739	A0A075B6Y5	
OG0014740	A6NGS2	
OG0014741	P02656	
OG0014742	P0C7V7	
OG0014743	P49798	
OG0014744	P60985	
OG0014745	Q15761	
OG0014746	Q4G0S7	
OG0014747	Q9P2W6	
OG0014748	Q9UJT2	
OG0014749	Q9UK53	
OG0014750	Q9ULX9	
OG0014751	A0A0A0MT87	
OG0014752	A0A0A0MTA7	
OG0014753	A0N4Z3	
OG0014754	A6NGZ8	
OG0014755	B3EWF7	
OG0014756	P10451	
OG0014757	P25063	
OG0014758	Q6MZN7	
OG0014759	Q96LK8	
OG0014760	P24310	
OG0014761	Q03188	
OG0014762	Q08116	
OG0014763	Q16619	
OG0014764	Q5T0J7	
OG0014765	Q5T215	
OG0014766	Q5T5S1	
OG0014767	Q8N1D0	
OG0014768	Q9HAS3	
OG0014769	O00767	
OG0014770	P10827	
OG0014771	P55008	
OG0014772	P58549	
OG0014773	Q14508	
OG0014774	Q5PT55	
OG0014775	Q5QFB9	
OG0014776	Q5TEZ4	
OG0014777	Q5VXU3	
OG0014778	Q6UXA7	
OG0014779	Q8NCQ3	
OG0014780	Q9BVV2	
OG0014781	Q9H788	
OG0014782	Q9UHU1	
OG0014783	A6NCN8	
OG0014784	A6NFY4	
OG0014785	P0DP42	
OG0014786	P31391	
OG0014787	P57055	
OG0014788	P59282	
OG0014789	Q68G75	
OG0014790	Q96QS1	
OG0014791	Q9NXV6	
OG0014792	A0A1B0GWH6	
OG0014793	O75711	
OG0014794	P12074	
OG0014795	Q13287	
OG0014796	Q3B7S5	
OG0014797	Q3Y452	
OG0014798	Q562F6	
OG0014799	Q69YZ2	
OG0014800	Q8IXM7	
OG0014801	Q9H5J8	
OG0014802	Q9UPV0	
OG0014803	A0A075B6V9	
OG0014804	A2RU37	
OG0014805	I3L3R5	
OG0014806	P07203	
OG0014807	Q14116	
OG0014808	Q3B7I2	
OG0014809	Q86TY3	
OG0014810	Q8NEQ6	
OG0014811	Q8WXJ9	
OG0014812	Q8WZ19	
OG0014813	Q96LM6	
OG0014814	Q9HBE4	
OG0014815	A0A087WUM9	
OG0014816	P01137	
OG0014817	P41273	
OG0014818	Q5T8R8	
OG0014819	Q86WK9	
OG0014820	Q8IWL8	
OG0014821	Q96CX3	
OG0014822	Q96H12	
OG0014823	A0A8I5KYW3	
OG0014824	P0C0P6	
OG0014825	P11229	
OG0014826	P12235	
OG0014827	P63146	
OG0014828	Q15825	
OG0014829	Q58A44	
OG0014830	Q5SQS8	
OG0014831	Q71RC1	
OG0014832	Q8N720	
OG0014833	Q8N807	
OG0014834	A0A5F9ZH02	
OG0014835	A6NGG3	
OG0014836	O60704	
OG0014837	P0DMS8	
OG0014838	P22792	
OG0014839	P25686	
OG0014840	P26441	
OG0014841	Q14681	
OG0014842	Q6ZUI0	
OG0014843	Q8N4Z0	
OG0014844	Q8N7H1	
OG0014845	Q8N7S6	
OG0014846	Q9H6B9	
OG0014847	Q9H8W2	
OG0014848	Q9UNE2	
OG0014849	A0A1W2PPE3	
OG0014850	A0A1W2PRE2	
OG0014851	A0A2R8YFM6	
OG0014852	P0DI80	
OG0014853	Q6ISU1	
OG0014854	Q8NEA5	
OG0014855	Q9GZQ6	
