orthogroup,query,target_id,per_identity,per_similarity,length,score,gaps,identities,mismatches
OG0000001,A0A8M9PRZ3,Q8N8Y5,30.05,4.66,386,702.0,252,116,18
OG0000001,A0A8M6Z3I1,Q8N8Y5,22.88,4.85,577,817.0,417,132,28
OG0000001,A0A8M9PDV0,Q8N8Y5,24.69,5.86,478,747.0,332,118,28
OG0000001,A4FVL9,Q8N8Y5,26.43,6.73,401,670.0,268,106,27
OG0000001,Q58EF6,Q8N8Y5,27.7,8.09,408,710.0,262,113,33
OG0000001,A0A8M2B7W3,Q8N8Y5,28.89,10.79,315,590.0,190,91,34
OG0000001,A9JRP4,Q8N8Y5,18.67,3.07,750,853.0,587,140,23
OG0000001,A0A8M9P890,Q8N8Y5,28.91,10.88,294,556.0,177,85,32
OG0000001,A0A8M9P4D7,Q8N8Y5,24.74,5.32,489,737.0,342,121,26
OG0000001,A0A8M9PKD5,Q8N8Y5,16.34,3.05,918,930.0,740,150,28
OG0000001,A0A8M2B8K0,Q8N8Y5,27.39,6.91,376,663.0,247,103,26
OG0000001,A0A8M6YWW6,Q8N8Y5,29.58,8.36,311,591.0,193,92,26
OG0000001,A0A8M2BHQ7,Q8N8Y5,28.57,7.69,364,655.0,232,104,28
OG0000001,A0A8M3ALZ9,Q8N8Y5,25.58,6.28,430,691.0,293,110,27
OG0000001,A0A8M3AXE7,Q8N8Y5,30.19,7.79,308,582.0,191,93,24
OG0000001,A0A8M9PE28,Q8N8Y5,25.0,5.8,448,708.0,310,112,26
OG0000001,A0A8M6YV29,Q8N8Y5,18.65,5.02,638,768.0,487,119,32
OG0000001,A0A8M2B8K9,Q8N8Y5,26.59,8.59,361,637.0,234,96,31
OG0000001,A3KP61,Q8N8Y5,24.89,7.51,466,749.0,315,116,35
OG0000001,X1WDD7,Q8N8Y5,25.69,5.56,432,698.0,297,111,24
OG0000001,A0A8M2B8G5,Q8N8Y5,25.78,5.83,446,703.0,305,115,26
OG0000001,A0A8M9PJP4,Q8N8Y5,20.15,3.82,655,817.0,498,132,25
OG0000001,A0A8M3AUD3,Q8N8Y5,26.22,6.44,450,737.0,303,118,29
OG0000001,A0A8M9PW45,Q8N8Y5,28.41,9.19,359,661.0,224,102,33
OG0000001,A0A8M1Q1J8,Q8N8Y5,23.37,8.13,492,742.0,337,115,40
OG0000001,A0A8M9PVH6,Q8N8Y5,30.06,6.85,336,625.0,212,101,23
OG0000001,A8E5B1,Q8N8Y5,30.52,8.72,344,671.0,209,105,30
OG0000001,A0A8M2BHQ1,Q8N8Y5,20.67,5.48,566,739.0,418,117,31
OG0000001,Q32PP4,Q8N8Y5,18.35,3.61,692,800.0,540,127,25
OG0000001,A0A8M3AUK6,Q8N8Y5,22.69,7.56,476,699.0,332,108,36
OG0000001,A0A8M9PE09,Q8N8Y5,23.03,4.31,534,744.0,388,123,23
OG0000001,A0A8M3AMP5,Q8N8Y5,22.98,6.21,531,768.0,376,122,33
OG0000001,A7MC87,Q8N8Y5,27.3,8.19,293,508.0,189,80,24
OG0000001,A0A8M9P7M9,Q8N8Y5,27.81,5.94,320,569.0,212,89,19
OG0000001,A0A0R4IFM9,Q8N8Y5,24.11,2.68,560,797.0,410,135,15
OG0000001,A0A8M6Z3H8,Q8N8Y5,22.55,4.99,501,718.0,363,113,25
OG0000001,A0A8M9PIJ8,Q8N8Y5,30.41,7.77,296,567.0,183,90,23
OG0000001,A0A8M2BHQ4,Q8N8Y5,26.91,7.17,446,760.0,294,120,32
OG0000001,A0A8M9PVH0,Q8N8Y5,27.66,6.09,394,688.0,261,109,24
OG0000001,Q567X4,Q8N8Y5,30.16,10.16,315,614.0,188,95,32
OG0000001,A0A8M6Z426,Q8N8Y5,25.49,6.54,459,747.0,312,117,30
OG0000001,A0A8M6YV89,Q8N8Y5,25.86,7.88,406,679.0,269,105,32
OG0000001,A8KB54,Q8N8Y5,23.01,4.89,552,796.0,398,127,27
OG0000001,A0A0G2KE12,Q8N8Y5,27.58,5.28,417,720.0,280,115,22
OG0000001,A0A8M2BHP7,Q8N8Y5,28.77,6.15,358,640.0,233,103,22
OG0000001,A0A8M3B590,Q8N8Y5,27.15,7.57,383,653.0,250,104,29
OG0000001,A0A8M6YXF3,Q8N8Y5,27.19,6.15,423,723.0,282,115,26
OG0000001,E7F8E6,Q8N8Y5,27.2,7.73,375,662.0,244,102,29
OG0000001,A0A8M9PKD9,Q8N8Y5,15.32,2.81,1031,962.0,844,158,29
OG0000001,A0A8M9PXU7,Q8N8Y5,24.04,7.21,416,639.0,286,100,30
OG0000001,B3DG10,Q8N8Y5,28.25,6.37,361,632.0,236,102,23
OG0000001,A0A8M2BHR7,Q8N8Y5,29.11,5.82,395,714.0,257,115,23
OG0000001,A0A8M9PV55,Q8N8Y5,17.05,3.75,774,828.0,613,132,29
OG0000001,A0A8M6YV33,Q8N8Y5,31.8,8.52,305,612.0,182,97,26
OG0000001,A0A8M2BHR0,Q8N8Y5,29.97,6.81,367,683.0,232,110,25
OG0000001,A0A8M1QLN4,Q8N8Y5,26.91,7.41,405,695.0,266,109,30
OG0000001,A0A8M9PEQ5,Q8N8Y5,16.47,2.07,917,898.0,747,151,19
OG0000001,A0A8M9PRZ7,Q8N8Y5,26.32,8.67,323,557.0,210,85,28
OG0000001,A0A8M6Z490,Q8N8Y5,26.08,8.61,418,694.0,273,109,36
OG0000001,A0A8M9P4D6,Q8N8Y5,25.0,5.8,500,777.0,346,125,29
OG0000001,A0A8M6Z3I5,Q8N8Y5,12.68,1.43,1325,990.0,1138,168,19
OG0000001,A8DZC6,Q8N8Y5,24.38,6.46,480,739.0,332,117,31
OG0000001,A0A8M2BHQ2,Q8N8Y5,17.6,2.57,818,863.0,653,144,21
OG0000001,A0A8M3AMR5,Q8N8Y5,26.3,7.44,403,681.0,267,106,30
OG0000001,A0A8M3B570,Q8N8Y5,19.13,4.37,664,789.0,508,127,29
OG0000001,A8E518,Q8N8Y5,23.11,6.37,502,728.0,354,116,32
OG0000001,E7F7C6,Q8N8Y5,23.45,7.52,452,684.0,312,106,34
OG0000001,Q58ER6,Q8N8Y5,27.61,7.96,402,705.0,259,111,32
OG0000001,A0A8M1RI04,Q8N8Y5,28.45,7.47,348,631.0,223,99,26
OG0000001,A7MBN8,Q8N8Y5,23.12,5.02,558,792.0,401,129,28
OG0000001,A0A8M6Z5J9,Q8N8Y5,27.81,8.99,356,642.0,225,99,32
OG0000001,A0A8M3AL62,Q8N8Y5,24.57,7.76,464,716.0,314,114,36
OG0000001,A0A8M3AXC1,Q8N8Y5,16.67,3.78,846,865.0,673,141,32
OG0000001,A0A8M9PE19,Q8N8Y5,26.87,6.07,428,716.0,287,115,26
OG0000001,A0A8M1QL07,Q8N8Y5,31.16,7.37,353,683.0,217,110,26
OG0000001,A0A8M1RJG8,Q8N8Y5,27.88,5.37,391,665.0,261,109,21
OG0000001,Q1LW50,Q8N8Y5,29.1,7.94,378,679.0,238,110,30
OG0000001,E7EZP5,Q8N8Y5,20.17,5.33,600,759.0,447,121,32
OG0000001,A7YYC8,Q8N8Y5,30.67,9.24,238,463.0,143,73,22
OG0000001,A0A8M9PRY4,Q8N8Y5,22.57,5.74,505,721.0,362,114,29
OG0000001,A0A8M6Z493,Q8N8Y5,27.49,8.76,331,594.0,211,91,29
OG0000001,A0A8M2BI54,Q8N8Y5,27.29,5.8,414,694.0,277,113,24
OG0000001,A0A8M9PS52,Q8N8Y5,29.07,7.99,313,589.0,197,91,25
OG0000001,A0A8M9P4B8,Q8N8Y5,15.9,3.47,893,880.0,720,142,31
OG0000001,A0A0R4ICM8,Q8N8Y5,21.92,3.73,616,820.0,458,135,23
OG0000001,A0A8M9PVA5,Q8N8Y5,26.69,8.5,341,579.0,221,91,29
OG0000001,A0A8M1N456,Q8N8Y5,27.18,5.49,401,677.0,270,109,22
OG0000001,A0A8M2B7V8,Q8N8Y5,29.64,8.03,361,667.0,225,107,29
OG0000001,A0A8M2B8F9,Q8N8Y5,24.77,8.11,444,727.0,298,110,36
OG0000001,A0A8M6YWZ1,Q8N8Y5,22.16,4.76,546,754.0,399,121,26
OG0000001,A0A8M2BI59,Q8N8Y5,22.98,4.13,557,781.0,406,128,23
OG0000001,A0A8M9PP06,Q8N8Y5,10.67,1.4,1575,1012.0,1385,168,22
OG0000001,A0A8M9PE81,Q8N8Y5,26.57,5.56,414,671.0,281,110,23
OG0000001,A0A8M9PVF6,Q8N8Y5,22.18,6.1,541,767.0,388,120,33
OG0000001,A0A8M6YVL0,Q8N8Y5,26.57,6.06,429,714.0,289,114,26
OG0000001,A0A8M6Z485,Q8N8Y5,24.69,4.69,490,739.0,346,121,23
OG0000001,A0A8M2BLA9,Q8N8Y5,17.86,5.08,728,828.0,561,130,37
OG0000001,A0A8M2BHQ9,Q8N8Y5,21.83,3.33,600,790.0,449,131,20
OG0000001,A0A8M9PE23,Q9BWE0,24.27,8.4,655,1046.0,441,159,55
OG0000001,A0A8M2BHP6,Q9BWE0,22.52,6.31,666,984.0,474,150,42
OG0000001,A0A8M6Z3E5,Q9BWE0,26.01,8.07,719,1202.0,474,187,58
OG0000001,A5PMB3,Q9BWE0,19.55,5.13,624,808.0,470,122,32
OG0000001,A0A8M1RMZ5,Q9BWE0,21.95,8.32,697,1024.0,486,153,58
OG0000001,A0A8M3AMP1,Q9BWE0,26.0,10.68,777,1378.0,492,202,83
OG0000001,A0A8M3AM57,Q9BWE0,25.69,9.88,911,1579.0,587,234,90
OG0000001,A0A8M9QBY4,Q9BWE0,22.66,6.13,653,961.0,465,148,40
OG0000001,A0A8M2B8I7,Q9BWE0,25.77,9.47,718,1237.0,465,185,68
OG0000001,A0A8M9PRX3,Q9BWE0,25.07,10.55,730,1255.0,470,183,77
OG0000001,A0A0R4IM72,Q9BWE0,20.96,8.47,649,928.0,458,136,55
OG0000001,F1Q5S4,Q9BWE0,25.0,7.04,668,1101.0,454,167,47
OG0000001,A0A8M9PJS0,Q9BWE0,21.92,8.83,657,985.0,455,144,58
OG0000001,A0A8M9PV61,Q9BWE0,26.83,8.51,917,1633.0,593,246,78
OG0000001,A0A8M9PSP9,Q9BWE0,26.15,9.19,914,1592.0,591,239,84
OG0000001,A0A8M2BI49,Q9BWE0,26.05,8.81,783,1385.0,510,204,69
OG0000001,A0A8M6YUX9,Q9BWE0,28.77,9.03,775,1470.0,482,223,70
OG0000001,A0A8M9P4D0,Q9BWE0,25.71,9.52,704,1231.0,456,181,67
OG0000001,A0A8M1RFS5,Q9BWE0,26.29,7.83,932,1592.0,614,245,73
OG0000001,A0A8M2B8D7,Q9BWE0,25.22,7.16,670,1103.0,453,169,48
OG0000001,A0A0G2KH00,Q9BWE0,26.03,10.06,726,1292.0,464,189,73
OG0000001,A0A8M9PE04,Q9BWE0,24.82,8.84,701,1159.0,465,174,62
OG0000001,A0A8M3B593,Q9BWE0,24.52,9.25,681,1125.0,451,167,63
OG0000001,A0A0G2KSD8,Q9BWE0,26.38,8.02,686,1197.0,450,181,55
OG0000001,A0A8M3AM14,Q9BWE0,26.36,8.74,755,1363.0,490,199,66
OG0000001,A0A8M9PW50,Q9BWE0,25.41,7.53,1102,1800.0,739,280,83
OG0000001,A0A8M3ALV3,Q9BWE0,27.54,8.96,904,1645.0,574,249,81
OG0000001,A0A8M9P4V6,Q9BWE0,20.48,7.94,630,875.0,451,129,50
OG0000001,A0A8M2B7W7,Q9BWE0,24.7,10.25,761,1282.0,495,188,78
OG0000001,A0A8M9PVG6,Q9BWE0,25.75,8.44,699,1192.0,460,180,59
OG0000001,Q5BLB9,Q9BWE0,26.17,10.38,684,1198.0,434,179,71
OG0000001,A0A8M9PSP4,Q9BWE0,20.19,5.79,639,842.0,473,129,37
OG0000001,A0A8M3AUE7,Q9BWE0,26.99,9.99,741,1341.0,467,200,74
OG0000001,A0A8M9PE76,Q9BWE0,23.6,7.96,678,1082.0,464,160,54
OG0000001,A0A8M1QUS0,Q9BWE0,24.52,8.86,677,1108.0,451,166,60
OG0000001,A0A8M2BHP9,Q9BWE0,23.93,9.69,702,1145.0,466,168,68
OG0000001,A0A8M3AM09,Q9BWE0,25.4,8.34,803,1349.0,532,204,67
OG0000001,A0A8M2BHN5,Q9BWE0,25.68,10.84,775,1361.0,492,199,84
OG0000001,A0A0R4IKB5,Q9BWE0,27.18,7.78,758,1372.0,493,206,59
OG0000001,A0A8M9PIJ4,Q9BWE0,25.44,11.22,731,1299.0,463,186,82
OG0000001,E7F7V9,Q9BWE0,27.67,11.66,806,1545.0,489,223,94
OG0000001,A0A8M2BLB1,Q9BWE0,26.31,9.01,688,1211.0,445,181,62
OG0000001,A0A8M9P4W0,Q9BWE0,25.19,9.93,675,1096.0,438,170,67
OG0000001,A4VCH2,Q9BWE0,23.82,7.89,659,1055.0,450,157,52
OG0000001,F1QII2,Q9BWE0,21.88,6.88,640,908.0,456,140,44
OG0000001,A0A8M9QMK6,Q9BWE0,26.84,8.52,775,1408.0,501,208,66
OG0000001,A0A8M9PS36,Q9BWE0,24.11,6.7,672,1076.0,465,162,45
OG0000001,A0A8M6YVM0,Q9BWE0,27.43,8.52,751,1340.0,481,206,64
OG0000001,A0A8M6Z2H8,Q9BWE0,24.86,8.21,877,1468.0,587,218,72
OG0000001,A0A8M3ALZ3,Q9BWE0,25.03,8.11,715,1181.0,478,179,58
OG0000001,Q5EAQ0,Q9BWE0,21.76,8.8,648,960.0,450,141,57
OG0000001,A0A8M3AM19,Q9BWE0,24.19,9.0,678,1113.0,453,164,61
OG0000001,A0A8M6YVK8,Q9BWE0,26.58,10.14,809,1449.0,512,215,82
OG0000001,A0A8M9PVE7,Q9BWE0,26.69,9.73,843,1522.0,536,225,82
OG0000001,A0A8M9PJR6,Q9BWE0,25.39,8.61,697,1166.0,460,177,60
OG0000001,A0A8M3AUD6,Q9BWE0,23.0,6.89,639,969.0,448,147,44
OG0000001,A0A8M2BHN9,Q9BWE0,22.21,9.99,671,1012.0,455,149,67
OG0000001,B8JM00,Q9BWE0,23.82,8.97,680,1095.0,457,162,61
OG0000001,Q5EAQ6,Q9BWE0,23.1,9.21,684,1085.0,463,158,63
OG0000001,A0A0G2L2X0,Q9BWE0,25.36,8.12,690,1158.0,459,175,56
OG0000001,A0A8N7UQR0,Q9BWE0,24.68,7.75,697,1139.0,471,172,54
OG0000001,A9JRB0,Q9BWE0,25.21,11.1,730,1263.0,465,184,81
OG0000001,A0A8M9PRZ3,Q9BWE0,24.05,10.44,661,1086.0,433,159,69
OG0000001,A0A8M6Z3I1,Q9BWE0,28.16,9.06,806,1510.0,506,227,73
OG0000001,A0A8M9PDV0,Q9BWE0,26.58,9.45,730,1331.0,467,194,69
OG0000001,A4FVL9,Q9BWE0,23.92,10.25,673,1108.0,443,161,69
OG0000001,Q58EF6,Q9BWE0,25.4,9.34,685,1167.0,447,174,64
OG0000001,A0A8M2B7W3,Q9BWE0,22.31,5.7,632,899.0,455,141,36
OG0000001,A9JRP4,Q9BWE0,25.34,8.34,959,1636.0,636,243,80
OG0000001,A0A8M9P890,Q9BWE0,20.55,5.66,618,820.0,456,127,35
OG0000001,A0A8M9P4D7,Q9BWE0,26.19,10.18,737,1314.0,469,193,75
OG0000001,A0A8M9PKD5,Q9BWE0,24.44,7.19,1113,1791.0,761,272,80
OG0000001,A0A8M2B8K0,Q9BWE0,23.98,7.84,663,1050.0,452,159,52
OG0000001,A0A8M6YWW6,Q9BWE0,22.12,5.77,624,880.0,450,138,36
OG0000001,A0A8M2BHQ7,Q9BWE0,22.32,9.94,654,1018.0,443,146,65
OG0000001,A0A8M3ALZ9,Q9BWE0,25.47,9.21,695,1171.0,454,177,64
OG0000001,A0A8M3AXE7,Q9BWE0,19.46,6.17,632,783.0,470,123,39
OG0000001,A0A8M9PE28,Q9BWE0,25.28,8.85,712,1206.0,469,180,63
OG0000001,A0A8M6YV29,Q9BWE0,26.55,8.89,855,1499.0,552,227,76
OG0000001,A0A8M2B8K9,Q9BWE0,22.44,8.4,655,970.0,453,147,55
OG0000001,A3KP61,Q9BWE0,26.94,10.0,720,1313.0,454,194,72
OG0000001,X1WDD7,Q9BWE0,26.01,8.48,696,1211.0,456,181,59
OG0000001,A0A8M2B8G5,Q9BWE0,25.28,8.99,712,1223.0,468,180,64
OG0000001,A0A8M9PJP4,Q9BWE0,26.41,9.8,867,1546.0,553,229,85
OG0000001,A0A8M3AUD3,Q9BWE0,26.26,9.41,712,1264.0,458,187,67
OG0000001,A0A8M9PW45,Q9BWE0,22.88,7.88,660,997.0,457,151,52
OG0000001,A0A8M1Q1J8,Q9BWE0,26.06,8.33,756,1317.0,496,197,63
OG0000001,A0A8M9PVH6,Q9BWE0,21.47,8.46,638,928.0,447,137,54
OG0000001,A8E5B1,Q9BWE0,25.43,6.05,645,1050.0,442,164,39
OG0000001,A0A8M2BHQ1,Q9BWE0,26.52,10.23,792,1407.0,501,210,81
OG0000001,Q32PP4,Q9BWE0,25.86,9.36,897,1564.0,581,232,84
OG0000001,A0A8M3AUK6,Q9BWE0,24.42,9.77,737,1227.0,485,180,72
OG0000001,A0A8M9PE09,Q9BWE0,24.39,10.27,779,1310.0,509,190,80
OG0000001,A0A8M3AMP5,Q9BWE0,25.64,8.93,784,1355.0,513,201,70
OG0000001,A7MC87,Q9BWE0,17.8,6.15,618,752.0,470,110,38
OG0000001,A0A8M9P7M9,Q9BWE0,19.08,7.63,629,787.0,461,120,48
OG0000001,A0A0R4IFM9,Q9BWE0,26.96,9.62,790,1388.0,501,213,76
OG0000001,A0A8M6Z3H8,Q9BWE0,27.04,9.92,736,1347.0,464,199,73
OG0000001,A0A8M9PIJ8,Q9BWE0,19.51,6.99,615,791.0,452,120,43
OG0000001,A0A8M2BHQ4,Q9BWE0,26.14,7.61,723,1228.0,479,189,55
OG0000001,A0A8M9PVH0,Q9BWE0,24.7,7.84,676,1075.0,456,167,53
OG0000001,Q567X4,Q9BWE0,22.7,6.03,630,917.0,449,143,38
OG0000001,A0A8M6Z426,Q9BWE0,27.75,8.23,717,1327.0,459,199,59
OG0000001,A0A8M6YV89,Q9BWE0,24.93,8.8,682,1139.0,452,170,60
OG0000001,A8KB54,Q9BWE0,28.22,11.57,769,1495.0,463,217,89
OG0000001,A0A0G2KE12,Q9BWE0,26.16,7.99,688,1187.0,453,180,55
OG0000001,A0A8M2BHP7,Q9BWE0,21.88,7.6,658,964.0,464,144,50
OG0000001,A0A8M3B590,Q9BWE0,23.33,8.17,673,1046.0,461,157,55
OG0000001,A0A8M6YXF3,Q9BWE0,26.49,9.32,687,1222.0,441,182,64
OG0000001,E7F8E6,Q9BWE0,23.31,8.27,665,1043.0,455,155,55
OG0000001,A0A8M9PKD9,Q9BWE0,24.61,6.88,1207,1914.0,827,297,83
OG0000001,A0A8M9PXU7,Q9BWE0,20.57,9.22,705,985.0,495,145,65
OG0000001,B3DG10,Q9BWE0,23.29,6.85,657,988.0,459,153,45
OG0000001,A0A8M2BHR7,Q9BWE0,25.78,7.85,675,1156.0,448,174,53
OG0000001,A0A8M9PV55,Q9BWE0,24.56,10.01,969,1616.0,634,238,97
OG0000001,A0A8M6YV33,Q9BWE0,20.48,6.03,630,846.0,463,129,38
OG0000001,A0A8M2BHR0,Q9BWE0,22.75,7.63,668,1020.0,465,152,51
OG0000001,A0A8M1QLN4,Q9BWE0,24.17,7.96,691,1104.0,469,167,55
OG0000001,A0A8M9PEQ5,Q9BWE0,24.57,8.4,1095,1769.0,734,269,92
OG0000001,A0A8M9PRZ7,Q9BWE0,20.79,5.98,635,850.0,465,132,38
OG0000001,A0A8M6Z490,Q9BWE0,24.03,10.07,695,1148.0,458,167,70
OG0000001,A0A8M9P4D6,Q9BWE0,27.11,7.5,760,1325.0,497,206,57
OG0000001,A0A8M6Z3I5,Q9BWE0,20.77,6.5,1478,2016.0,1075,307,96
OG0000001,A8DZC6,Q9BWE0,26.84,8.99,734,1278.0,471,197,66
OG0000001,A0A8M2BHQ2,Q9BWE0,24.78,9.22,1009,1677.0,666,250,93
OG0000001,A0A8M3AMR5,Q9BWE0,24.31,7.86,687,1099.0,466,167,54
OG0000001,A0A8M3B570,Q9BWE0,25.28,8.92,886,1507.0,583,224,79
OG0000001,A8E518,Q9BWE0,25.13,8.25,764,1257.0,509,192,63
OG0000001,E7F7C6,Q9BWE0,23.28,9.09,726,1152.0,491,169,66
OG0000001,Q58ER6,Q9BWE0,23.93,7.02,698,1095.0,482,167,49
OG0000001,A0A8M1RI04,Q9BWE0,22.19,7.55,649,938.0,456,144,49
OG0000001,A7MBN8,Q9BWE0,26.65,10.91,788,1424.0,492,210,86
OG0000001,A0A8M6Z5J9,Q9BWE0,23.23,8.46,650,1009.0,444,151,55
OG0000001,A0A8M3AL62,Q9BWE0,25.63,11.28,718,1267.0,453,184,81
OG0000001,A0A8M3AXC1,Q9BWE0,24.02,8.29,1049,1679.0,710,252,87
OG0000001,A0A8M9PE19,Q9BWE0,25.97,8.61,697,1193.0,456,181,60
OG0000001,A0A8M1QL07,Q9BWE0,24.35,6.24,657,1015.0,456,160,41
OG0000001,A0A8M1RJG8,Q9BWE0,24.29,8.35,671,1083.0,452,163,56
OG0000001,Q1LW50,Q9BWE0,22.96,8.44,675,1008.0,463,155,57
OG0000001,E7EZP5,Q9BWE0,25.53,5.85,854,1389.0,586,218,50
OG0000001,A7YYC8,Q9BWE0,14.53,5.47,585,558.0,468,85,32
OG0000001,A0A8M9PRY4,Q9BWE0,25.17,10.98,747,1303.0,477,188,82
OG0000001,A0A8M6Z493,Q9BWE0,19.6,7.93,643,863.0,466,126,51
OG0000001,A0A8M2BI54,Q9BWE0,25.47,7.67,691,1177.0,462,176,53
OG0000001,A0A8M9PS52,Q9BWE0,20.35,6.52,629,856.0,460,128,41
OG0000001,A0A8M9P4B8,Q9BWE0,24.68,6.49,1094,1741.0,753,270,71
OG0000001,A0A0R4ICM8,Q9BWE0,26.43,9.64,840,1496.0,537,222,81
OG0000001,A0A8M9PVA5,Q9BWE0,20.15,6.56,655,858.0,480,132,43
OG0000001,A0A8M1N456,Q9BWE0,24.81,9.06,673,1114.0,445,167,61
